Address,County,Price (€),Not Full Market Price,Description of Property,day,month,year,Years since purchase,Inflation adjusted price,Market value increase adjusted price,Estimated profit of house since purchase
"6 ELM PARK HOUSE, GRANGE WOOD, RATHFARNHAM DUBLIN 16",Dublin,227500.0,No,Second-Hand Dwelling house /Apartment,3,10,2017,5,245082.1108836952,270198.6345346639,25116.52365096874
"74 BENBULBIN ROAD, DRIMNAGH, DUBLIN 12",Dublin,280000.0,No,Second-Hand Dwelling house /Apartment,18,6,2021,1,284200.0,289800.0,5600.0
"32 GLENVIEW, BUNCRANA, DONEGAL",Donegal,120000.0,No,Second-Hand Dwelling house /Apartment,30,7,2021,1,121799.99999999999,124199.99999999999,2400.0
"40 BEWLEY ST, NEW ROSS, WEXFORD",Wexford,85000.0,No,Second-Hand Dwelling house /Apartment,10,12,2020,2,87569.12499999997,91054.12499999999,3485.0000000000146
"C12 CITYGATE, SLIGO, SLIGO",Sligo,32500.0,No,Second-Hand Dwelling house /Apartment,13,12,2013,9,37160.17420031266,44294.163980856465,7133.989780543809
"GAULSTOWN, GRANGEBELLOW, CO LOUTH",Louth,100000.0,No,Second-Hand Dwelling house /Apartment,12,3,2018,4,106136.35506249996,114752.30006249997,8615.945000000007
"2 Dunard, Swords Road, Malahide",Dublin,519999.115,No,New Dwelling house /Apartment,13,3,2015,7,577118.3724961774,661584.0906714704,84465.71817529295
"Apt 23 Block B, Farnham Court, Farnham Road",Cavan,20507.36,No,Second-Hand Dwelling house /Apartment,31,1,2014,8,23101.38901064112,27004.27697226181,3902.8879616206905
"77 marble crest, ardmore",Kilkenny,214000.0,No,Second-Hand Dwelling house /Apartment,25,8,2010,12,255862.28869276826,323368.6926721211,67506.40397935285
"HERBERTSTOWN, NEWBRIDGE, CO KILDARE",Kildare,197000.0,No,Second-Hand Dwelling house /Apartment,16,12,2014,8,221919.03955927532,259411.38028179036,37492.340722515044
"15 SEAFIELD LAWNS, DUNDALK, LOUTH",Louth,150000.0,No,Second-Hand Dwelling house /Apartment,30,6,2017,5,161592.6005826562,178152.94584703117,16560.345264374977
"17 Pebble Bay, Wicklow Town",Wicklow,232000.0,No,Second-Hand Dwelling house /Apartment,29,7,2015,7,257484.01979321285,295168.7889618449,37684.769168632076
"1 ASHFEILD COURT, MULHUDDART, DUBLIN 15",Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,10,11,2020,2,303916.37499999994,316011.37499999994,12095.0
"61 An Fuaran, Dublin Road, Oranmore",Galway,368875.0,No,New Dwelling house /Apartment,24,9,2020,2,380024.2468749999,395148.12187499995,15123.875000000058
"5 SLI NA COILLE, CAPPAGH ROAD, BARNA",Galway,250000.0,No,Second-Hand Dwelling house /Apartment,13,11,2015,7,277461.2282254449,318069.8156916432,40608.58746619831
"4 ROYAL OAK COTTAGES, SANTRY, DUBLIN 17",Dublin,170000.0,No,Second-Hand Dwelling house /Apartment,13,5,2019,3,177765.32374999992,188482.03874999995,10716.715000000026
"18 THE ELMS, WESTPORT, MAYO",Mayo,147000.0,No,Second-Hand Dwelling house /Apartment,12,12,2013,9,168078.32638295263,200345.91092879695,32267.584545844322
"44 WOODLANDS, COURTOWN HARBOUR, GOREY",Wexford,149000.0,No,Second-Hand Dwelling house /Apartment,27,3,2020,2,153503.52499999997,159612.525,6109.000000000029
"2 Barnwell Way, Hansfield, Dubin 15",Dublin,154950.2,No,New Dwelling house /Apartment,3,9,2012,10,179826.03294581186,218572.56007799483,38746.527132182964
"THE COTTAGE, BUSHY PARK, GALWAY",Galway,40000.0,No,Second-Hand Dwelling house /Apartment,23,6,2017,5,43091.36015537498,47507.45222587498,4416.092070499995
"12 SUNDALE GREEN, TALLAGHT, DUBLIN 24",Dublin,147000.0,No,Second-Hand Dwelling house /Apartment,13,11,2015,7,163147.2021965616,187025.0516266862,23877.849430124625
"139A BLOCK A, SMITHFIELD MARKET, DUBLIN 1",Dublin,367000.0,No,Second-Hand Dwelling house /Apartment,2,5,2018,4,389520.4230793749,421140.9412293749,31620.518150000018
"5 RIVER OAKS, RIVERSTOWN, BIRR",Tipperary,175000.0,No,Second-Hand Dwelling house /Apartment,6,11,2015,7,194222.8597578114,222648.87098415024,28426.01122633883
"Apartment 32  Block D, Mount Argus Apartments",Dublin,537030.925,No,New Dwelling house /Apartment,1,4,2020,2,553262.684708125,575280.952633125,22018.26792500005
"38 Seoid Na Tra, Links Road",Meath,322498.9,No,New Dwelling house /Apartment,20,5,2021,1,327336.3835,333786.3615,6449.978000000003
"Drumegil, Togher, Lecharry",Cavan,25000.0,No,Second-Hand Dwelling house /Apartment,18,4,2013,9,28584.74938485589,34072.433831428054,5487.684446572162
"15 Lyndhurst, Herbert Road, Bray",Wicklow,515006.25,No,New Dwelling house /Apartment,12,8,2016,6,563130.1149508592,633074.1759132148,69944.06096235558
"8 BLOCK E HAWTHORN, DRUMGEELY, SHANNON",Clare,20000.0,No,Second-Hand Dwelling house /Apartment,19,8,2015,7,22196.89825803559,25445.585255331458,3248.6869972958666
"Howley Square, Oranmore, Co Galway",Galway,454000.0,No,New Dwelling house /Apartment,11,9,2012,10,526885.5345614176,640411.8373219889,113526.30276057124
"17 stocking well close, rathfarnham, dublin",Dublin,377387.5,No,New Dwelling house /Apartment,30,3,2015,7,418841.5970677203,480142.29027732,61300.6932095997
"127 COLLINS AVE EAST, DONNYCARNEY, DUBLIN 5",Dublin,317000.0,No,Second-Hand Dwelling house /Apartment,22,1,2016,6,346621.5146698168,389673.93845121126,43052.423781394435
"Apartment 14  Waterline Building, Block D  Royal Canal Park, Ashtown",Dublin,45400.0,No,New Dwelling house /Apartment,11,12,2020,2,46772.21499999999,48633.61499999999,1861.4000000000015
"1 CEDAR BROOK PLACE, CHERRY ORCHARD, DUBLIN 10",Dublin,120000.0,No,Second-Hand Dwelling house /Apartment,13,6,2016,6,131213.1916731168,147510.6391613418,16297.447488225007
"22 WHITEROCK CRESCENT, WHITEBROOK, PEMBROKESTOWN",Wexford,165000.0,No,Second-Hand Dwelling house /Apartment,25,5,2017,5,177751.8606409218,195968.2404317343,18216.379790812498
"DUNSHAUGHLIN, CO MEATH",Meath,622500.0,No,Second-Hand Dwelling house /Apartment,21,12,2020,2,641315.0624999999,666837.5624999999,25522.5
"2 CAPPAGH GROVE, BALLINAGAR, TULLAMORE",Offaly,90000.0,No,Second-Hand Dwelling house /Apartment,5,9,2014,8,101384.33279357756,118512.81332670627,17128.480533128706
"7 REDFORD RISE, GREYSTONES, WICKLOW",Wicklow,545000.0,No,Second-Hand Dwelling house /Apartment,9,1,2019,3,569894.7143749997,604251.2418749998,34356.527500000084
"1 THOMAS ST, KILTIMAGH, MAYO",Mayo,90000.0,No,Second-Hand Dwelling house /Apartment,17,1,2020,2,92720.24999999997,96410.24999999999,3690.0000000000146
"93A NEW IRELAND ROAD, RIALTO, DUBLIN 8",Dublin,485000.0,No,Second-Hand Dwelling house /Apartment,8,12,2017,5,522482.7418839216,576027.8582387342,53545.11635481258
"26 CASTLROCK WOODS, CASTLROCK, CASTLECONNELL",Limerick,216500.0,No,Second-Hand Dwelling house /Apartment,22,10,2019,3,226389.3681874999,240037.41993749994,13648.051750000042
"38 THE CRESCENT, CASTLE ROCK, BANESHANE",Cork,365000.0,No,Second-Hand Dwelling house /Apartment,2,1,2018,4,387397.69597812486,418845.89522812486,31448.199250000005
"Monaincha, Roscrea",Tipperary,30000.0,No,Second-Hand Dwelling house /Apartment,17,1,2013,9,34301.69926182707,40886.92059771366,6585.221335886592
"39 THE WAREHOUSE, CLANBRASSIL TERRACE, DUBLIN 8",Dublin,785000.0,No,Second-Hand Dwelling house /Apartment,8,7,2014,8,884296.6804773153,1033695.0940162713,149398.41353895597
"55 Manor Place, Stoneybatter",Dublin,172220.0,No,Second-Hand Dwelling house /Apartment,30,10,2013,9,196914.62156239524,234718.18217794155,37803.5606155463
"4 CAISLEAN AN EASAIG, CASTLETOWNROCHE, CORK",Cork,175000.0,No,Second-Hand Dwelling house /Apartment,3,9,2021,1,177624.99999999997,181125.0,3500.000000000029
"49 Glenheron View, Greystones",Wicklow,434998.965,No,New Dwelling house /Apartment,10,12,2018,4,461692.0460106,499171.3175855692,37479.27157496923
"AGGARD, CRAUGHWELL, GALWAY",Galway,245000.0,No,Second-Hand Dwelling house /Apartment,16,4,2021,1,248674.99999999997,253574.99999999997,4900.0
"KILKERRIN, CONNEMARA, COUNTY GALWAY",Galway,66000.0,No,Second-Hand Dwelling house /Apartment,20,3,2019,3,69014.77274999997,73175.37974999998,4160.607000000004
"40 SCOTSHOUSE CLOSE, SCOTSHOUSE, CLONES",Monaghan,43000.0,No,Second-Hand Dwelling house /Apartment,11,11,2017,5,46323.212167028105,51070.5111428156,4747.298975787497
"119 Dorrins Strand, Strandhill",Sligo,129999.99440000001,No,New Dwelling house /Apartment,11,5,2015,7,144279.83246209985,165396.29703489062,21116.464572790777
"2 COPPINGERLANE, CASTLEREDMOND COURT, MIDELTON",Cork,163500.0,No,Second-Hand Dwelling house /Apartment,11,7,2018,4,173532.94052718746,187620.01060218745,14087.070074999996
"12 RENMORE PARK, RENMORE, GALWAY",Galway,351000.0,No,Second-Hand Dwelling house /Apartment,14,10,2021,1,356264.99999999994,363285.0,7020.000000000058
"40 UPPER YELLOW ROAD, WATERFORD",Waterford,150000.0,No,Second-Hand Dwelling house /Apartment,25,10,2021,1,152249.99999999997,155250.0,3000.000000000029
"86 Cois Na Mara, Golf Links Road, Bettystown",Meath,284999.99820000003,No,New Dwelling house /Apartment,14,9,2018,4,302488.61001767055,327044.0531125835,24555.443094912975
"Cashel, Carrowmore Lacken, Ballina",Mayo,164575.0,No,New Dwelling house /Apartment,15,7,2011,11,193860.94637269157,240274.51621524373,46413.569842552155
"Apt 66 The Bracken, Marina Village  Greystones",Wicklow,384418.825,No,New Dwelling house /Apartment,11,5,2021,1,390185.10737499996,397873.483875,7688.376500000013
"GURRANECARNEY, CARRIGANIMA, MACROOM",Cork,120000.0,No,Second-Hand Dwelling house /Apartment,31,5,2016,6,131213.1916731168,147510.6391613418,16297.447488225007
"7-22 Aylmer Green, and 15-30 Aylmer Grove, Aylmer Heath",Dublin,1250000.0,No,New Dwelling house /Apartment,12,2,2021,1,1268749.9999999998,1293750.0,25000.000000000233
"Apt 62, 1 Jervis Street",Dublin,174777.51,No,Second-Hand Dwelling house /Apartment,19,12,2013,9,199838.85285836578,238203.8057878702,38364.95292950442
"9 THE CRESCENT, WEIR VIEW, KILKENNY",Kilkenny,475000.0,No,Second-Hand Dwelling house /Apartment,23,12,2015,7,527176.3336283453,604332.6498141221,77156.31618577684
"73 GOULDAVOHER EST, DOORADOYLE, LIMERICK",Limerick,215000.0,No,Second-Hand Dwelling house /Apartment,10,2,2021,1,218224.99999999997,222524.99999999997,4300.0
"20 MOUNT GARRETT AVE, TYRELLSTOWN, DUBLIN 15",Dublin,210000.0,Yes,Second-Hand Dwelling house /Apartment,6,1,2015,7,233067.43170937372,267178.6451809803,34111.21347160661
"66 PRIMROSE HILL, TOWER, BLARNEY",Cork,240000.0,No,Second-Hand Dwelling house /Apartment,26,11,2019,3,250962.8099999999,266092.2899999999,15129.48000000001
"15 CURRAGH RD, TURNERS CROSS, CORK",Cork,310000.0,No,Second-Hand Dwelling house /Apartment,5,11,2020,2,319369.74999999994,332079.74999999994,12710.0
"21 THE OAKS, MARYBOROUGH RIDGE, DOUGLAS",Cork,321250.0,No,Second-Hand Dwelling house /Apartment,1,11,2021,1,326068.74999999994,332493.75,6425.000000000058
"RUBBLE, KILLASSER, SWINFORD",Mayo,34000.0,No,Second-Hand Dwelling house /Apartment,6,9,2013,9,38875.25916340401,46338.510010742146,7463.250847338139
"19 Ravensdale park, Kimmage, Dublin 12",Dublin,91000.0,No,Second-Hand Dwelling house /Apartment,1,2,2013,9,104048.48776087543,124023.6591463981,19975.17138552267
"6 Gandon Crescent, Gandon Park  Lucan",Dublin,379999.9976,No,New Dwelling house /Apartment,19,6,2020,2,391485.49752745987,407065.49742905993,15579.999901600066
"11 RATHMULLEN COTTAGES, RATHMULLEN HOUSE HOTEL, RATHMULLEN",Donegal,200000.0,No,Second-Hand Dwelling house /Apartment,5,6,2021,1,202999.99999999997,206999.99999999997,4000.0
"DRUMCOILLE, CARNAHONE, BEAUFORT",Kerry,242000.0,No,Second-Hand Dwelling house /Apartment,14,5,2019,3,253054.16674999992,268309.7257499999,15255.559000000008
"2 Coachyard Avenue, Enfield",Meath,275010.5,No,New Dwelling house /Apartment,16,7,2015,7,305219.00441957486,349890.15619306656,44671.1517734917
"MOHONAGH, CHURCH CROSS, SKIBBEREEN",Cork,168000.0,No,Second-Hand Dwelling house /Apartment,14,6,2016,6,183698.4683423635,206514.89482587852,22816.42648351501
"58 THE GROVE, HANSTEAD  NEWCASTLE ROAD, LUCAN",Dublin,275000.0,No,Second-Hand Dwelling house /Apartment,10,10,2018,4,291874.9764218749,315568.8251718749,23693.848750000005
"14 Manor Drive, Manor Village, Tralee",Kerry,83000.0,No,Second-Hand Dwelling house /Apartment,14,5,2013,9,94901.36795772155,113120.48032034113,18219.112362619577
"APT 2, ST JAMES STREET, DROGHEDA",Louth,110000.0,No,Second-Hand Dwelling house /Apartment,2,9,2015,7,122082.94041919576,139950.718904323,17867.778485127244
"30 Gurranabraher Avenue, Gurranbraher",Cork,90000.0,No,Second-Hand Dwelling house /Apartment,10,12,2012,10,104448.67425226342,126953.88845590089,22505.21420363747
"5 the laurels, avourwen meadows, drogheda",Meath,187757.375,No,New Dwelling house /Apartment,28,8,2012,10,217900.0988870563,264850.320472475,46950.22158541874
"1 BROOKSIDE, DUNMORE RD, CLOONFAD",Roscommon,90000.0,No,Second-Hand Dwelling house /Apartment,9,12,2020,2,92720.24999999997,96410.24999999999,3690.0000000000146
"2 OAKWOOD, DROMAHANE, MALLOW",Cork,214900.0,No,Second-Hand Dwelling house /Apartment,1,12,2015,7,238505.67178259243,273412.81356853654,34907.14178594411
"16 CLAYTON COURT, ASKEA, CARLOW",Carlow,145000.0,No,Second-Hand Dwelling house /Apartment,12,12,2018,4,153897.71484062495,166390.83509062495,12493.120250000007
"Tyleadon, Monaghan",Monaghan,238350.0,No,New Dwelling house /Apartment,5,9,2012,10,276614.9056447443,336216.2145940442,59601.30894929991
"77 HAWTHORNS WEDGEWOOD, SANDYFORD DUBLIN 16, DUBLIN",Dublin,462500.0,No,Second-Hand Dwelling house /Apartment,3,3,2020,2,476479.0624999999,495441.56249999994,18962.50000000006
"6 GRANGE WAY, GRANGE MANOR, OVENS",Cork,180000.0,No,Second-Hand Dwelling house /Apartment,12,9,2017,5,193911.12069918742,213783.5350164374,19872.41431724999
"34 PORTVIEW, THORNCASTLE ST, RINGSEND",Dublin,433000.0,No,Second-Hand Dwelling house /Apartment,9,12,2016,6,473460.9332871631,532267.556307175,58806.62302001187
"4 GORTONORA, DINGLE, CO KERRY",Kerry,300000.0,No,Second-Hand Dwelling house /Apartment,22,8,2017,5,323185.2011653124,356305.89169406233,33120.690528749954
"19 OSBERSTOWN DR, SALLINS, KILDARE",Kildare,312000.0,No,Second-Hand Dwelling house /Apartment,26,11,2021,1,316679.99999999994,322920.0,6240.000000000058
"27 SWEETMAN HOUSE, MYRTLE, BALDOYLE DUBLIN 13",Dublin,235000.00209999998,No,New Dwelling house /Apartment,14,2,2019,3,245734.4203209245,260548.70295330745,14814.282632382965
"52 ASHCROFT, RAHENY, DUBLIN 5",Dublin,450000.0,No,Second-Hand Dwelling house /Apartment,13,1,2022,0,450000.0,450000.0,0.0
"CLONLOST KILLUCAN, KILLUCAN, WESTMEATH",Westmeath,362500.0,No,Second-Hand Dwelling house /Apartment,15,9,2017,5,390515.45140808576,430536.285796992,40020.83438890625
"KILCRONAT, BALLYNOE, MALLOW",Cork,70000.0,No,Second-Hand Dwelling house /Apartment,31,5,2021,1,71050.0,72450.0,1400.0
"12 South Avenue, Matthew Hill, Lehenaghmore  Toher",Cork,215000.0,No,Second-Hand Dwelling house /Apartment,30,6,2011,11,253259.02154111312,313893.48920721497,60634.467666101846
"4 Morristown Crescent, The Paddocks, Station Road",Kildare,314999.955,No,New Dwelling house /Apartment,12,6,2020,2,324520.82863987493,337435.82679487497,12914.998155000038
"29 FIONNUISCE, GALWAY",Galway,55000.0,No,Second-Hand Dwelling house /Apartment,26,2,2015,7,61041.47020959788,69975.3594521615,8933.889242563622
"1 SHESKIN BREE, MALIN HEAD, COUNTY DONEGAL",Donegal,35000.0,No,Second-Hand Dwelling house /Apartment,3,4,2019,3,36598.743124999986,38805.12562499999,2206.382500000007
"35 Tegan Court, Screggan, Tullamore",Offaly,142465.0,Yes,Second-Hand Dwelling house /Apartment,24,1,2011,11,167816.49536676594,207994.5857670041,40178.09040023814
"96 College Square, Terenure, Dublin 6",Dublin,828550.0,No,New Dwelling house /Apartment,4,12,2014,8,933355.4326235409,1091042.1275760275,157686.69495248666
"29 THE PLAINS, STRANDHILL, SLIGO",Sligo,275000.0,No,Second-Hand Dwelling house /Apartment,25,9,2017,5,296253.101068203,326613.7340528905,30360.632984687516
"GLASSLACKEN LANE, GLASSLACKEN, BUNCLODY",Wexford,160000.0,No,Second-Hand Dwelling house /Apartment,18,2,2015,7,177575.18606428473,203564.68204265166,25989.495978366933
"29 MOYLARAGH WALK, BALBRIGGAN, DUBLIN",Dublin,226000.0,No,Second-Hand Dwelling house /Apartment,7,10,2021,1,229389.99999999997,233909.99999999997,4520.0
"7 BURLINGTON GARDENS, BURLINGTON RD, DUBLIN 4",Dublin,575000.0,No,Second-Hand Dwelling house /Apartment,30,11,2018,4,610284.0416093748,659825.7253593748,49541.68374999997
"apartment 13, 86 Reuben Street, Rialto",Dublin,251999.99805,No,New Dwelling house /Apartment,28,4,2010,12,301295.7768768511,380789.2987046989,79493.52182784781
"GLEN UPPER, KILSHEELAN, CLONMEL",Waterford,91500.0,No,Second-Hand Dwelling house /Apartment,8,1,2020,2,94265.58749999998,98017.0875,3751.5000000000146
"Sarney, Dunboyne",Meath,385000.0,No,Second-Hand Dwelling house /Apartment,27,1,2010,12,460312.99601269054,581761.4330783488,121448.43706565822
"53 Edenbrook Green, Edenbrook, Citywest",Dublin,379995.0036,No,New Dwelling house /Apartment,13,12,2019,3,397352.557872567,421307.25290200923,23954.695029442257
"16 GEORGES HEAD, KILKEE, CLARE",Clare,275000.0,No,Second-Hand Dwelling house /Apartment,9,1,2018,4,291874.9764218749,315568.8251718749,23693.848750000005
"21 ROSEVILLE COURT, BRAY, CO WICKLOW",Wicklow,300000.0,No,Second-Hand Dwelling house /Apartment,3,12,2020,2,309067.49999999994,321367.49999999994,12300.0
"9 MANOR AVENUE, GRANGE MANOR, OVENS",Cork,185000.0,No,Second-Hand Dwelling house /Apartment,23,10,2015,7,205321.3088868292,235371.66361181598,30050.35472498677
"13 WILLOWPARK, RAHEEN",Limerick,120000.0,No,Second-Hand Dwelling house /Apartment,7,1,2013,9,137206.79704730827,163547.68239085464,26340.885343546368
"18 MONASKEHA, CLONLARA, CLARE",Clare,290000.0,No,Second-Hand Dwelling house /Apartment,28,5,2020,2,298765.24999999994,310655.24999999994,11890.0
"APT 002, RIVERPOINT, BISHOPS QUAY",Limerick,145161.29,No,Second-Hand Dwelling house /Apartment,1,11,2019,3,151792.0218401037,160942.91698105872,9150.89514095502
"63 THE SQUARE HAZELHATCH PARK, CELBRIDGE, KILDARE",Kildare,23000.0,Yes,Second-Hand Dwelling house /Apartment,22,5,2020,2,23695.174999999992,24638.174999999996,943.0000000000036
"3 Stratton Walk, Adamstown Square, Adamstown",Dublin,132539.625,No,New Dwelling house /Apartment,7,11,2011,11,156124.9104322142,193503.83883472474,37378.92840251053
"93 BRANSWOOD, KILKENNY RD, ATHY",Kildare,141000.0,No,Second-Hand Dwelling house /Apartment,14,10,2019,3,147440.65087499993,156329.22037499998,8888.569500000041
"Dryderstown, Delvin",Westmeath,154000.0,No,Second-Hand Dwelling house /Apartment,28,5,2010,12,184125.19840507623,232704.57323133948,48579.37482626326
"100 KNOCKMOYLE, TRALEE, KERRY",Kerry,163000.0,No,Second-Hand Dwelling house /Apartment,16,7,2019,3,170445.57512499994,180721.01362499996,10275.438500000018
"Dookinelly, Keel, Achill",Mayo,120000.0,No,Second-Hand Dwelling house /Apartment,1,6,2011,11,141353.87248806312,175196.36606914323,33842.49358108011
"25 JOHN STREET, NEW ROSS, COUNTY WEXFORD",Wexford,20000.0,No,Second-Hand Dwelling house /Apartment,31,8,2018,4,21227.271012499994,22950.460012499992,1723.1889999999985
"14 RIVERWOOD HALL, CASTLEKNOCK, DUBLIN",Dublin,355000.0,No,Second-Hand Dwelling house /Apartment,11,2,2019,3,371215.8231249999,393594.8456249999,22379.02250000002
"2A IRISH ST, ENNISCORTHY, CO WEXFORD",Wexford,110000.0,No,Second-Hand Dwelling house /Apartment,31,3,2021,1,111649.99999999999,113849.99999999999,2200.0
"17 Powerscourt, Newbridge, co Kildare",Kildare,62000.0,No,Second-Hand Dwelling house /Apartment,2,8,2013,9,70890.17847444261,84499.63590194157,13609.457427498957
"34 BAILE AN TOOREEN, KILLORGLIN, KERRY",Kerry,157000.0,No,Second-Hand Dwelling house /Apartment,21,10,2016,6,171670.59243899447,192993.08623608886,21322.493797094387
"6 the court, dunshaughlin",Meath,263000.0,No,Second-Hand Dwelling house /Apartment,21,7,2010,12,314447.5790943834,397411.0568820928,82963.47778770939
"6 Oak Downs, Greenpark, Clondalkin",Dublin,105000.0,No,Second-Hand Dwelling house /Apartment,3,12,2012,10,121856.78662764064,148112.8698652177,26256.08323757707
"34 Marlmount Court, Marlmount, Dundalk",Louth,360000.435,No,New Dwelling house /Apartment,6,2,2019,3,376444.669870093,399138.9172922755,22694.247422182525
"2 Block E3 Ennis House, Clare Village, Clare Hall",Dublin,135911.71,No,New Dwelling house /Apartment,6,10,2011,11,160097.05437478845,198426.9808186936,38329.92644390516
"28 KNOCKNAREE AVE, DRIMNAGH, DUBLIN 12",Dublin,223000.0,No,Second-Hand Dwelling house /Apartment,23,8,2016,6,243837.8478592087,274123.93777482683,30286.089915618126
"LISSAGROON, CROSSBARRY, INNISHANNON",Cork,270000.0,No,Second-Hand Dwelling house /Apartment,17,2,2017,5,290866.68104878115,320675.3025246561,29808.62147587497
"CROSSNEEN, CARLOW, CO LAOIS",Laois,318000.0,No,Second-Hand Dwelling house /Apartment,4,12,2019,3,332525.72324999986,352572.2842499999,20046.561000000045
"85 FR DOMANIC RD, BALLYPHEHANE, CORK",Cork,150000.0,Yes,Second-Hand Dwelling house /Apartment,2,4,2015,7,166476.73693526693,190841.88941498593,24365.152479718992
"21 REEVES HALL, RUTLAND ST, CORK",Cork,155000.0,No,Second-Hand Dwelling house /Apartment,18,6,2018,4,164511.35034687494,177866.06509687495,13354.714750000014
"7 NEW TERRACE, MAIN ST, ABBEYLEIX",Laois,95000.0,No,Second-Hand Dwelling house /Apartment,4,4,2019,3,99339.44562499996,105328.19812499998,5988.752500000017
"121 THE SPIRES, CARRIGNAFOY, COBH",Cork,207000.0,No,Second-Hand Dwelling house /Apartment,30,6,2014,8,233183.96542522838,272579.4706514244,39395.50522619599
"41 ST JUDES COURT, LIFFORD, DONEGAL",Donegal,115000.0,No,Second-Hand Dwelling house /Apartment,13,10,2020,2,118475.87499999997,123190.87499999999,4715.000000000015
"129 EMMET RD, INCHICORE, DUBLIN 8",Dublin,520000.0,No,Second-Hand Dwelling house /Apartment,12,5,2017,5,560187.6820198747,617596.8789363748,57409.19691650011
"7a Carrigeenlea, Tramore, co. Waterford",Waterford,556150.0,No,New Dwelling house /Apartment,11,5,2011,11,655116.3015353025,811962.1582446167,156845.85670931416
"27 THE PADDOCKS, BROWNESHILL RD, CARLOW",Carlow,163000.0,No,Second-Hand Dwelling house /Apartment,7,10,2016,6,178231.2520226503,200368.61819415595,22137.36617150565
"BAWNARD, CLONMEL, CO WATERFORD",Waterford,78500.0,No,Second-Hand Dwelling house /Apartment,24,2,2021,1,79677.49999999999,81247.5,1570.0000000000146
"24 Ryebridge Avenue, Kilcock, Co. Kildare",Kildare,220000.455,No,New Dwelling house /Apartment,30,8,2013,9,251546.31482917062,299838.03783486254,48291.72300569192
"RYECROFT, LAKE ROAD, WATERVILLE",Kerry,680000.0,No,Second-Hand Dwelling house /Apartment,12,11,2021,1,690199.9999999999,703800.0,13600.000000000116
"14 Edward Square, Bloomfield Avenue, Dublin 4",Dublin,1250000.0,No,Second-Hand Dwelling house /Apartment,1,6,2015,7,1387306.1411272245,1590349.078458216,203042.9373309915
"8 Irwin Court, Bothar Irwin, GALWAY",Galway,170000.0,No,Second-Hand Dwelling house /Apartment,5,2,2020,2,175138.24999999994,182108.24999999997,6970.000000000029
"GALWAY BAY COTTAGES 5, FORRAMOYLE EAST, BARNA",Galway,35000.0,Yes,Second-Hand Dwelling house /Apartment,18,10,2016,6,38270.5142379924,43023.936422058025,4753.422184065625
"8 THE STEEPLES, UPPER WILLIAM ST, LIMERICK",Limerick,55000.0,No,Second-Hand Dwelling house /Apartment,23,8,2016,6,60139.3795168452,67609.04294894832,7469.663432103123
"88 MT DRINAN AVE, KINSEALY DOWNS, SWORDS",Dublin,320000.0,No,Second-Hand Dwelling house /Apartment,15,4,2020,2,329671.9999999999,342791.99999999994,13120.000000000058
"74 THE COURT, KILCARAGH PARK, BALLYGUNNER",Waterford,75000.0,Yes,Second-Hand Dwelling house /Apartment,12,1,2018,4,79602.26629687498,86064.22504687497,6461.958749999991
"11 KIRKPATRICK HOUSE, SPENCER DOCK, DUBLIN 1",Dublin,400000.0,No,Second-Hand Dwelling house /Apartment,20,7,2016,6,437377.30557705596,491702.13053780596,54324.824960750004
"40 STAUNTON AVE, GREGCULLEN, CARLOW",Carlow,120000.0,No,Second-Hand Dwelling house /Apartment,28,7,2017,5,129274.08046612494,142522.35667762495,13248.276211500008
"121 TEMPLE GARDENS, SANTRY, DUBLIN 9",Dublin,246000.0,No,Second-Hand Dwelling house /Apartment,22,6,2018,4,261095.43345374992,282290.65815374994,21195.22470000002
"2 MARLFIELD PLACE KILTIPPER WAY, TALLAGHT, DUBLIN",Dublin,220000.0,Yes,Second-Hand Dwelling house /Apartment,15,9,2017,5,237002.4808545624,261290.9872423124,24288.506387750007
"4 MILLERS LANE, HILLSIDE, SKERRIES",Dublin,271000.0,No,Second-Hand Dwelling house /Apartment,8,1,2014,8,305279.49096732796,356855.2490170822,51575.75804975425
"6C THE LIME, COUNTESS ROAD, KILLARNEY",Kerry,145000.0,No,Second-Hand Dwelling house /Apartment,11,4,2014,8,163341.4250563194,190937.31035969342,27595.88530337403
"49A THOMOND VILLAGE, OLD CRATLOE ROAD, LIMERICK",Limerick,25246.15,No,Second-Hand Dwelling house /Apartment,13,6,2017,5,27197.273554665502,29984.506625306843,2787.2330706413413
"19Meadow Bank Road, Millers Glen, Swords",Dublin,516425.0,No,New Dwelling house /Apartment,10,12,2020,2,532033.9456249998,553207.370625,21173.425000000163
"KILCULLEN, ENNISCORTHY, CO WEXFORD",Wexford,85000.0,No,Second-Hand Dwelling house /Apartment,16,12,2013,9,97188.14790851003,115846.27502685538,18658.12711834535
"7 CHARVEY COURT, RATHNEW, WICKLOW",Wicklow,165000.0,No,Second-Hand Dwelling house /Apartment,14,3,2014,8,185871.2767882255,217273.49109896147,31402.21431073596
"33 CASTLE RIADA AVE, GRIFFEEN WAY, LUCAN",Dublin,147500.0,Yes,Second-Hand Dwelling house /Apartment,9,8,2016,6,161282.8814315394,181315.16063581596,20032.279204276565
"19 GARNISH SQ, WATERVILLE, BLANCHARDSTOWN",Dublin,234000.0,No,Second-Hand Dwelling house /Apartment,29,9,2017,5,252084.45690894363,277918.5955213686,25834.138612424984
