Address,County,Price (€),Not Full Market Price,Description of Property,day,month,year,Years since purchase
"12 Burncourt Park, Powerscourt",Waterford,30000.0,Yes,Second-Hand Dwelling house /Apartment,14,6,2012,10
"4 Charleston Close, Midleton, Co Cork",Cork,199500.0,No,Second-Hand Dwelling house /Apartment,27,2,2013,9
"49 Marina Pk, Blackrock Rd., Cork",Cork,180000.0,No,Second-Hand Dwelling house /Apartment,9,7,2013,9
"293 GREENPARK MEADOWS, MULLINGAR, CO WESTMEATH",Westmeath,271000.0,No,Second-Hand Dwelling house /Apartment,23,10,2020,2
"72 ELTINS WOOD, KINSALE, CORK",Cork,165000.0,No,Second-Hand Dwelling house /Apartment,12,12,2014,8
"1 HENRY ST TERRACE, WATERFORD, WATERFORD",Waterford,47500.0,No,Second-Hand Dwelling house /Apartment,9,8,2016,6
"15 HILLCREST AVE LUCAN, DUBLIN",Dublin,321000.0,No,Second-Hand Dwelling house /Apartment,3,8,2021,1
"FIDORFE MANOR, KILBRIDE, CLONEE",Meath,415000.0,No,Second-Hand Dwelling house /Apartment,6,10,2016,6
"5 The Cresent, Bellingsfield, Naas",Kildare,299999.99929999997,No,New Dwelling house /Apartment,18,12,2019,3
"APT 33 RIVERGATE, CRYWELL RD, NEW ROSS",Wexford,101034.0,No,Second-Hand Dwelling house /Apartment,30,8,2018,4
"41 TOWNLEY MANOR, TULLYALLEN, DROGHEDA",Louth,190000.0,No,Second-Hand Dwelling house /Apartment,6,2,2017,5
"44 Brookfield Place, Blackrock",Dublin,395000.0,No,Second-Hand Dwelling house /Apartment,10,7,2013,9
"26 TINLEY PARK, MALLOW, CORK",Cork,205000.0,No,Second-Hand Dwelling house /Apartment,3,2,2017,5
"31 SESKIN VIEW RD, TALLAGHT, DUBLIN 24",Dublin,272000.0,No,Second-Hand Dwelling house /Apartment,17,1,2020,2
"120 SPRINGDALE ROAD, RAHENY, DUBLIN 5",Dublin,323000.0,No,Second-Hand Dwelling house /Apartment,10,12,2020,2
"26 Cedar Grove, Swords",Dublin,362632.5,No,New Dwelling house /Apartment,18,12,2013,9
"17 Temple Hall, Mount Saint Anne's, Milltown",Dublin,579696.71,No,New Dwelling house /Apartment,21,7,2015,7
"7 CREMORE CRESCENT, GLASNEVIN, DUBLIN 11",Dublin,450000.0,No,Second-Hand Dwelling house /Apartment,31,5,2017,5
"Tullahought, Piltown",Kilkenny,50000.0,No,Second-Hand Dwelling house /Apartment,27,7,2011,11
"56 Castle Park, Termonfeckiin",Louth,278064.785,No,New Dwelling house /Apartment,20,4,2018,4
"34 THE SQUARE, RIVERBANK DROGHEDA, LOUTH",Louth,50000.0,No,Second-Hand Dwelling house /Apartment,29,8,2014,8
"4 CASTLEBANE, LISNENNAN, LETTERKENNY",Donegal,275000.0,No,Second-Hand Dwelling house /Apartment,7,8,2018,4
"4 BARRACK CLOSE, DUNDALK, LOUTH",Louth,165000.0,No,Second-Hand Dwelling house /Apartment,27,4,2021,1
"59 BELGIUM PARK, MONAGHAN, MONAGHAN",Monaghan,105000.0,No,Second-Hand Dwelling house /Apartment,8,9,2020,2
"DRINNAGH, MOUNTMELLICK, LAOIS",Laois,215000.0,No,Second-Hand Dwelling house /Apartment,24,2,2021,1
"107 OLIVER PLUNKETT RD, DUN LAOGHAIRE, DUBLIN",Dublin,492000.0,No,Second-Hand Dwelling house /Apartment,8,4,2019,3
"1 Maydenhayes Square, Maydenhayes, Mornington",Meath,279499.9925,No,New Dwelling house /Apartment,11,7,2017,5
"14 MAHER AVE, PROSPECT, LIMERICK",Limerick,20000.0,No,Second-Hand Dwelling house /Apartment,23,7,2013,9
"39 Peyton Close, Stoney Road, Rathcoole",Dublin,334825.0,No,New Dwelling house /Apartment,26,1,2011,11
"5D RAINSFORD AVE, DUBLIN 8, DUBLIN",Dublin,222000.0,No,Second-Hand Dwelling house /Apartment,19,12,2019,3
"11 st cormacs park, kilcormac",Offaly,50000.0,Yes,Second-Hand Dwelling house /Apartment,6,12,2010,12
"39 FOXWOOD EST, SWORDS, DUBLIN",Dublin,330000.0,Yes,Second-Hand Dwelling house /Apartment,20,12,2019,3
"3 Ozier Park Terrace, Waterford",Waterford,70000.0,No,Second-Hand Dwelling house /Apartment,3,5,2011,11
"APARTMENT 1B  BLOCK 4, THE MAPLE   COUNTESS ROAD, KILLARNEY",Kerry,190000.0,No,Second-Hand Dwelling house /Apartment,22,11,2017,5
"8 THE LAURELS, TULLOW RD, CARLOW",Carlow,60000.0,Yes,Second-Hand Dwelling house /Apartment,17,9,2019,3
"36 HEATHFIELD WAY, CAPPAGH ROAD, FINGLAS",Dublin,169949.98545,No,New Dwelling house /Apartment,24,6,2015,7
"158 Kennelsfort Road, Palmerstown",Dublin,196000.0,No,Second-Hand Dwelling house /Apartment,16,8,2012,10
"19 Ferns Dale, Ferns Bridge, Monasterevin",Kildare,125000.0,No,Second-Hand Dwelling house /Apartment,18,10,2012,10
"APT 1, FLAG HOUSE, FLAG LANE",Limerick,450000.0,No,Second-Hand Dwelling house /Apartment,23,12,2020,2
"1 DERRYHAWN, KEENAGH, LONGFORD",Longford,70000.0,No,Second-Hand Dwelling house /Apartment,13,9,2017,5
"BALLYDUFF, CLOYNE, CO. CORK",Cork,106000.0,No,Second-Hand Dwelling house /Apartment,9,7,2015,7
"BRIDGE ST, LOUISBURGH, MAYO",Mayo,120000.0,No,Second-Hand Dwelling house /Apartment,10,2,2020,2
"25 BLACKHEATH PARK, CLONTARF, DUBLIN 3",Dublin,860000.0,No,Second-Hand Dwelling house /Apartment,16,5,2014,8
"APT 15, BEHAN SQ, RUSSELL ST DUBLIN 1",Dublin,253000.0,No,Second-Hand Dwelling house /Apartment,15,10,2014,8
"5 ENGLEWOOD DR, SHERCOCK, CAVAN",Cavan,80000.0,No,Second-Hand Dwelling house /Apartment,25,10,2018,4
"Church Bay, Crosshaven",Cork,40000.0,No,Second-Hand Dwelling house /Apartment,30,4,2012,10
"10 THE DICKENS, THE GASWORKS, BARROW ST DUBLIN 4",Dublin,517500.0,No,Second-Hand Dwelling house /Apartment,18,4,2019,3
"CANBERRA HOUSE, SCALAGHEEN, TIPPERARY TOWN",Tipperary,430000.0,No,Second-Hand Dwelling house /Apartment,22,6,2018,4
"1A PLUNKETT AVE, MERVUE, GALWAY",Galway,180000.0,No,Second-Hand Dwelling house /Apartment,6,11,2019,3
"14 The Crescent, Heathfield, Carriganarra",Cork,524999.9931,No,New Dwelling house /Apartment,15,9,2020,2
"52 CRONAN GARDENS, SHANNON, CLARE",Clare,62000.0,No,Second-Hand Dwelling house /Apartment,31,10,2014,8
"64 LANDSDOWNE VILLAGE, SANDYMOUNT, DUBLIN 4",Dublin,334150.0,No,Second-Hand Dwelling house /Apartment,3,2,2016,6
"3 FRIARS HILL, BISHOP ODONNELL RD, RAHOON",Galway,275000.0,No,Second-Hand Dwelling house /Apartment,10,10,2018,4
"4 ST ANNES RD, DRUMCONDRA, DUBLIN 9",Dublin,210000.0,No,Second-Hand Dwelling house /Apartment,20,12,2016,6
"133 LAMBEECHER EST, BALBRIGGAN, DUBLIN",Dublin,230000.0,No,Second-Hand Dwelling house /Apartment,15,10,2021,1
"6121 BENBULBEN SUITE, CLARION ROAD, CO SLIGO",Sligo,50855.66,No,Second-Hand Dwelling house /Apartment,11,12,2018,4
"APT 2, WATERMILL SQ, MARKET SQ",Kildare,45000.0,No,Second-Hand Dwelling house /Apartment,15,11,2017,5
"35 Kerlogue Manor, Rocksborough, Co. Wexford",Wexford,243999.99595,No,New Dwelling house /Apartment,20,11,2020,2
"21 THE AVENUE APARTMENTS, BLESSINGTON",Wicklow,82999.145,No,New Dwelling house /Apartment,27,6,2014,8
"266 Castlecurragh Heath, Mulhuddart, Dublin 15",Dublin,75000.0,No,Second-Hand Dwelling house /Apartment,13,9,2013,9
"15 SLIVERBRIDGE, KNOCK RD, CLAREMORRIS",Mayo,140000.0,No,Second-Hand Dwelling house /Apartment,6,7,2021,1
"GRANNAGH, KILMACOW, WATERFORD",Kilkenny,137000.0,No,Second-Hand Dwelling house /Apartment,31,7,2020,2
"SUNVILLE, LATHLURCAN, MONAGHAN",Monaghan,213000.0,No,Second-Hand Dwelling house /Apartment,18,11,2016,6
"7 St Bridget's Crescent, Castlebar",Mayo,75000.0,No,Second-Hand Dwelling house /Apartment,15,11,2012,10
"2 Laurel Court, Dwyers Road, Midleton",Cork,162000.0,No,Second-Hand Dwelling house /Apartment,1,7,2014,8
"Caherfealane, Castlemaine, Tralee",Kerry,240000.0,No,Second-Hand Dwelling house /Apartment,10,7,2015,7
"CLONLEAME, DELVIN, CO. WESTMEATH",Westmeath,165000.0,No,Second-Hand Dwelling house /Apartment,6,7,2015,7
"Unit 271 Roseberry Hill, Newbridge",Kildare,235000.0,No,New Dwelling house /Apartment,8,5,2017,5
"28 Marine Village, Ballina, Killaloe",Tipperary,176500.0,No,Second-Hand Dwelling house /Apartment,22,12,2014,8
"7 MILL ROW, TRINITY ST, DROGHEDA",Louth,100000.0,No,Second-Hand Dwelling house /Apartment,21,7,2021,1
"Shankill, Elphin",Roscommon,56750.0,No,New Dwelling house /Apartment,7,2,2014,8
"27 NEWBURY PARK, DERRINTURN, CARBURY",Kildare,167339.0,No,Second-Hand Dwelling house /Apartment,20,11,2020,2
"KILLYCANNAN, CAVAN, CAVAN",Cavan,77500.0,No,Second-Hand Dwelling house /Apartment,20,9,2021,1
"ALTS, CARRICKMACROSS, CO MONAGHAN",Monaghan,25000.0,No,Second-Hand Dwelling house /Apartment,30,10,2016,6
"14 The Lapwing, Skerries",Dublin,384999.99039999995,No,New Dwelling house /Apartment,6,6,2014,8
"FORESTWOOD, CLONROACHE, CO. WEXFORD",Wexford,100000.0,No,Second-Hand Dwelling house /Apartment,8,4,2015,7
"5 SPRINGFIELD DR, CELBRIDGE, KILDARE",Kildare,127665.33,Yes,Second-Hand Dwelling house /Apartment,1,10,2019,3
"128 Ashmount Mews, SIlversprings",Cork,149999.99964999998,No,New Dwelling house /Apartment,18,5,2016,6
"22 THE SALTINGS, SEAFIELD RD, BLACKROCK",Louth,162000.0,No,Second-Hand Dwelling house /Apartment,27,2,2019,3
"SHRATAGGLE, PORTURLIN, BALLINA",Mayo,55000.0,No,Second-Hand Dwelling house /Apartment,17,12,2014,8
"CRAGGAGH, FANORE, BALLYVAUGHAN",Clare,85000.0,No,Second-Hand Dwelling house /Apartment,12,1,2015,7
"70 DROIM CHAOIN, BISHOP ODONNELL RD, GALWAY",Galway,164000.0,No,Second-Hand Dwelling house /Apartment,14,10,2016,6
"2A VERNON COURT, CLONTARF ROAD, DUBLIN 3",Dublin,345000.0,No,Second-Hand Dwelling house /Apartment,18,1,2019,3
"2 THE ESTUARY, CASTLECOVE, INNISCRONE",Sligo,135000.0,No,Second-Hand Dwelling house /Apartment,19,11,2018,4
"KNOCK, LETTERMULLEN, GALWAY",Galway,140000.0,No,Second-Hand Dwelling house /Apartment,4,12,2015,7
"31 ST MICHAEL'S PARK, PORTARLINGTON, CO LAOIS",Laois,135000.0,No,Second-Hand Dwelling house /Apartment,16,12,2021,1
"21 JOHN GATE VILLAGE, JOHN ST, LIMERICK",Limerick,70000.0,No,Second-Hand Dwelling house /Apartment,12,10,2021,1
"CASTLE COSY, BREWERY ST, CASTLEBELLINGHAM",Louth,125000.0,No,Second-Hand Dwelling house /Apartment,9,11,2018,4
"CAUGHOO, CAVAN",Cavan,80000.0,No,Second-Hand Dwelling house /Apartment,11,11,2019,3
"SCART, BALLYCLOUGH, MALLOW",Cork,315000.0,No,Second-Hand Dwelling house /Apartment,31,7,2014,8
"50 DRUMFINN RD, BALLYFERMOT, DUBLIN 10",Dublin,132500.0,No,Second-Hand Dwelling house /Apartment,19,8,2018,4
"9 Harbour View, The Square, Clifden",Galway,124850.0,No,New Dwelling house /Apartment,6,3,2015,7
"13 Renmore park, Renmore",Galway,156000.0,No,Second-Hand Dwelling house /Apartment,3,5,2012,10
"12 THE GRANGE, BALLYBOUGHAL, CO. DUBLIN",Dublin,428000.0,No,Second-Hand Dwelling house /Apartment,21,10,2016,6
"IREY, BALLYFIN, PORTLAOISE",Laois,350000.0,No,Second-Hand Dwelling house /Apartment,23,9,2021,1
"site e14, sea park caravan site, lahinch",Clare,20000.0,No,New Dwelling house /Apartment,31,5,2011,11
"73 HARCOURT GREEN, CHARLEMONT ST, DUBLIN 2",Dublin,395000.0,No,Second-Hand Dwelling house /Apartment,14,12,2018,4
"95 KIMMAGE RD WEST, DUBLIN 12",Dublin,701000.0,No,Second-Hand Dwelling house /Apartment,24,11,2017,5
"260 WYCKHAM POINT, WYCKHAM WAY, DUNDRUM DUBLIN 14",Dublin,400000.0,No,Second-Hand Dwelling house /Apartment,29,5,2015,7
"149 ADELAIDE SQ, AUNGIER ST, DUBLIN 8",Dublin,390000.0,No,Second-Hand Dwelling house /Apartment,16,9,2014,8
"66 GLEANN NA RIOGH DR, NAAS, KILDARE",Kildare,200000.0,No,Second-Hand Dwelling house /Apartment,1,11,2018,4
"32 CLonminch Wood, Tullamore",Offaly,140000.0,No,Second-Hand Dwelling house /Apartment,14,6,2013,9
"Site A Carrigbarre, Bishop Street",Cork,360000.0,No,Second-Hand Dwelling house /Apartment,28,1,2014,8
"CARNE-FOWLER, BELMULLET, CO MAYO",Mayo,160000.0,No,Second-Hand Dwelling house /Apartment,29,7,2016,6
"29 CLOGHER ROAD, CRUMLIN, DUBLIN 12",Dublin,210000.0,No,Second-Hand Dwelling house /Apartment,17,9,2020,2
"28 Abbeycartron, longford",Longford,125000.0,No,Second-Hand Dwelling house /Apartment,1,2,2013,9
"SUNSET VIEW, KILMALUM RD, BLESSINGTON",Kildare,390000.0,No,Second-Hand Dwelling house /Apartment,29,10,2021,1
"54 NUTLEY PARK, DONNYBROOK, DUBLIN 4",Dublin,1250000.0,No,Second-Hand Dwelling house /Apartment,18,6,2014,8
"5 Allenbrook, Drumshanbo, County Leitrim",Leitrim,87999.955,No,New Dwelling house /Apartment,19,11,2013,9
"81 YEATS VILLAGE, BALLINODE, SLIGO",Sligo,72000.0,No,Second-Hand Dwelling house /Apartment,8,7,2015,7
"3 ROSEMOUNT CLOSE, CAHIR, TIPPERARY",Tipperary,129000.0,No,Second-Hand Dwelling house /Apartment,1,11,2018,4
"12 Mill Gate, Millerstown, Kilcock",Meath,325000.44,No,New Dwelling house /Apartment,17,12,2018,4
"20 DUN NA MANACH, QUIN, CLARE",Clare,138000.0,No,Second-Hand Dwelling house /Apartment,18,7,2016,6
"Apartment 136  Charlotte Block, Honeypark, Dun Laoghaire",Dublin,459999.99590000004,No,New Dwelling house /Apartment,24,8,2018,4
"CASTLEKEALE, ARDFINNAM, CLONMEL",Tipperary,90000.0,No,Second-Hand Dwelling house /Apartment,25,2,2014,8
"32 CLUAIN ALAINN, CARRIGALLEN, LEITRIM",Leitrim,60000.0,No,Second-Hand Dwelling house /Apartment,8,6,2017,5
"4 STONE CRESCENT, STROKESTOWN, ROSCOMMON",Roscommon,75000.0,No,Second-Hand Dwelling house /Apartment,1,2,2019,3
"83 Main Street, Swords",Dublin,230000.0,No,New Dwelling house /Apartment,7,7,2016,6
"9 Dock Street, Galway",Galway,175000.0,No,Second-Hand Dwelling house /Apartment,16,3,2012,10
"Apt 18, The Granary, Sleaveen Road  Macroom",Cork,80585.0,No,New Dwelling house /Apartment,6,11,2015,7
"84B SMITHFIELD MARKET, SMITHFIELD, DUBLIN 7",Dublin,438000.0,No,Second-Hand Dwelling house /Apartment,7,3,2018,4
"1 DEVON MEWS, SALTHILL, GALWAY",Galway,375000.0,No,Second-Hand Dwelling house /Apartment,7,9,2016,6
"BALLYBEG BIG, ST MULLINS, CARLOW",Carlow,295000.0,No,Second-Hand Dwelling house /Apartment,20,1,2020,2
"12B MIDLETON ST, COBH, CORK",Cork,67500.0,No,Second-Hand Dwelling house /Apartment,30,6,2021,1
"9 Binevenagh View, Greencastle",Donegal,141000.0,No,Second-Hand Dwelling house /Apartment,2,3,2012,10
"LIOS NA SI, LYNCHS CROSS, TULLYALLEN",Louth,297500.0,No,Second-Hand Dwelling house /Apartment,2,11,2017,5
"MILFORD, BORRISOKANE, TIPPERARY",Tipperary,180000.0,Yes,Second-Hand Dwelling house /Apartment,25,1,2018,4
"30 The Village, Stepaide",Dublin,181600.0,No,New Dwelling house /Apartment,13,12,2013,9
"3 ST PATRICKS AVE, FERMOY, CORK",Cork,182500.0,No,Second-Hand Dwelling house /Apartment,8,4,2020,2
"7 Stocking Wood Walk, Stocking Avenue, Rathfarnham",Dublin,429949.99695,No,New Dwelling house /Apartment,7,7,2014,8
"CONOR PASS RD, DINGLE, KERRY",Kerry,235000.0,No,Second-Hand Dwelling house /Apartment,7,3,2016,6
"6 FURRY PARK RD, KILLESTER, DUBLIN 5",Dublin,610000.0,No,Second-Hand Dwelling house /Apartment,25,5,2020,2
"32 Burkeen Hall, Wicklow",Wicklow,464999.9887,No,New Dwelling house /Apartment,12,12,2018,4
"74 TREACY PARK, CARRICK ON SUIR, TIPPERARY",Tipperary,110000.0,Yes,Second-Hand Dwelling house /Apartment,6,11,2017,5
"DUNMORE LOWER, FALCARRAGH, DONEGAL",Donegal,120000.0,No,Second-Hand Dwelling house /Apartment,19,2,2021,1
"ESKER, BALLINALEE, LONGFORD",Longford,183000.0,No,Second-Hand Dwelling house /Apartment,6,11,2020,2
"19 TOWER VIEW, ARDEE, LOUTH",Louth,80000.0,Yes,Second-Hand Dwelling house /Apartment,27,8,2019,3
"Eden, Kilmainhamwood, Kells",Meath,79000.0,No,Second-Hand Dwelling house /Apartment,28,10,2011,11
"Franklin, Sweetfield, Youghal",Cork,160000.0,No,Second-Hand Dwelling house /Apartment,2,10,2012,10
"THORN COTTAGE, WOOLGREEN, CARNEW",Wicklow,88000.0,No,Second-Hand Dwelling house /Apartment,23,10,2020,2
"DRUMLOGHER, BAWNBOY, CAVAN",Cavan,50000.0,No,Second-Hand Dwelling house /Apartment,18,9,2018,4
"APT 1, 126 127 BARRACK ST, CORK",Cork,115000.0,No,Second-Hand Dwelling house /Apartment,14,6,2018,4
"bunowen, ballyconneely, clifden",Galway,41667.5,Yes,Second-Hand Dwelling house /Apartment,10,6,2010,12
"10  The Coastgaurd, Schull",Cork,279000.0,Yes,Second-Hand Dwelling house /Apartment,19,12,2012,10
"14 Upper George Street, Wexford",Wexford,150000.0,No,Second-Hand Dwelling house /Apartment,21,6,2010,12
"165 SWORDS RD, WHITEHALL, DUBLIN 9",Dublin,560000.0,No,Second-Hand Dwelling house /Apartment,7,10,2020,2
"5 GORTLOONAN, BALLYCONNELL, CAVAN",Cavan,110000.0,No,Second-Hand Dwelling house /Apartment,9,10,2017,5
"40 HAND ST, DROGHEDA, LOUTH",Louth,90000.0,No,Second-Hand Dwelling house /Apartment,29,1,2021,1
"15 MAPLE AVE, THE GALLOPS, CAVAN",Cavan,147500.0,No,Second-Hand Dwelling house /Apartment,27,7,2018,4
"6 St. Helen's Close, Adamstown, Lucan",Dublin,330001.25,No,New Dwelling house /Apartment,28,9,2018,4
"APT 38, MCGOVERNS CORNER, CORK ST DUBLIN 8",Dublin,210000.0,No,Second-Hand Dwelling house /Apartment,2,6,2020,2
"214 Caislean na hAbhainn, Castletroy, Limerick",Limerick,274999.15,No,New Dwelling house /Apartment,27,6,2018,4
"147 BRYANSTOWN MANOR, DUBLIN RD, DROGHEDA",Louth,140000.0,No,Second-Hand Dwelling house /Apartment,25,6,2021,1
"11 LABBAMOLLAGGA WEST, MITCHELSTOWN, CORK",Cork,137000.0,No,Second-Hand Dwelling house /Apartment,2,3,2015,7
"86 FITZWILLIAM POINT, FITZWILLIAM QUAY, RINGSEND DUBLIN 4",Dublin,360000.0,No,Second-Hand Dwelling house /Apartment,5,3,2021,1
"42 HAROLD RD, STONEYBATTER, DUBLIN 7",Dublin,402000.0,No,Second-Hand Dwelling house /Apartment,27,9,2020,2
"93 INAGH COURT, BALLYBRACK, DUBLIN",Dublin,321000.0,No,Second-Hand Dwelling house /Apartment,14,12,2017,5
"15 Oakely Park, Clontarf",Dublin,320000.0,No,Second-Hand Dwelling house /Apartment,16,9,2011,11
"58 STEPASIDE PARK, STEPASIDE, DUBLIN 18",Dublin,701027.5,No,Second-Hand Dwelling house /Apartment,17,7,2018,4
"GASH RD, CASTLETOWN, LAOIS",Laois,165000.0,No,Second-Hand Dwelling house /Apartment,17,11,2017,5
"No 5 Westlands, Mountrath Road, Portlaoise",Laois,225000.0,No,Second-Hand Dwelling house /Apartment,4,6,2010,12
"65, THE GLEN, COOSAN  ATHLONE",Westmeath,180000.0,No,Second-Hand Dwelling house /Apartment,19,8,2021,1
"Iceford, Ballina",Mayo,273800.0,No,Second-Hand Dwelling house /Apartment,22,10,2010,12
"Gulladuff, Moville",Donegal,165000.0,No,Second-Hand Dwelling house /Apartment,9,12,2011,11
"KILLOVEENY, KNOCK, MAYO",Mayo,145000.0,No,Second-Hand Dwelling house /Apartment,7,7,2016,6
"Castlemehigan, Goleen",Cork,70000.0,No,Second-Hand Dwelling house /Apartment,1,9,2010,12
"35 WALTRIM GROVE, KILLARNEY RD, BRAY",Wicklow,303000.0,No,Second-Hand Dwelling house /Apartment,13,11,2017,5
"6 CONEY WALK, CONEYBORO, ATHY",Kildare,136000.0,No,Second-Hand Dwelling house /Apartment,9,11,2018,4
"109 Medebawn, Avenue Road, Dundalk",Louth,229998.67,No,New Dwelling house /Apartment,20,8,2018,4
"7 LANA EITHNE, DUN RI, CARRICK ON SHANNON",Leitrim,164900.0,No,Second-Hand Dwelling house /Apartment,23,3,2021,1
"19 AUBURN CLOSE, EARLSCOURT, WATERFORD",Waterford,235000.0,No,Second-Hand Dwelling house /Apartment,13,11,2017,5
"10 THE GROVE, THE WEIR VIEW, KILKENNY",Kilkenny,417500.0,No,Second-Hand Dwelling house /Apartment,28,8,2020,2
"RINNEEN, MOYCULLEN, GALWAY",Galway,452000.0,No,Second-Hand Dwelling house /Apartment,10,11,2017,5
"COAD, CAHERDANIEL, KERRY",Kerry,290000.0,No,Second-Hand Dwelling house /Apartment,24,8,2021,1
"63 Watson Park, Killieny",Dublin,362000.0,No,Second-Hand Dwelling house /Apartment,29,8,2013,9
"24 PARK COURT, TARA ST, TULLAMORE",Offaly,87000.0,No,Second-Hand Dwelling house /Apartment,29,1,2019,3
"22 INISH FALLON PARADE, PHIBSBOROUGH, DUBLIN 7",Dublin,135000.0,No,Second-Hand Dwelling house /Apartment,30,7,2014,8
"28 BELVEDERE HILLS, MULLINGAR, WESTMEATH",Westmeath,155000.0,No,Second-Hand Dwelling house /Apartment,3,6,2016,6
"4 THE COURTYARD, KILDALKEY RD, ATHBOY",Meath,77300.0,No,Second-Hand Dwelling house /Apartment,27,9,2016,6
"10 SOUTHMEDE, BALLINTEER RD, DUNDRUM DUBLIN 16",Dublin,345000.0,No,Second-Hand Dwelling house /Apartment,18,12,2015,7
"25 BROADFIELD DR, BROADFIELD MANOR, RATHCOOLE",Dublin,311000.0,No,Second-Hand Dwelling house /Apartment,2,8,2017,5
"LEADYMORE, KILLALA, MAYO",Mayo,25000.0,No,Second-Hand Dwelling house /Apartment,11,3,2016,6
"CARRICKLECK RD, KINGSCOURT, CAVAN",Cavan,230000.0,No,Second-Hand Dwelling house /Apartment,29,3,2021,1
"28 GRACE OMALLEY DR, HOWTH, DUBLIN",Dublin,310000.0,No,Second-Hand Dwelling house /Apartment,23,5,2018,4
"21 ABBEYVALE AVENUE, SWORDS",Dublin,280000.0,No,Second-Hand Dwelling house /Apartment,4,6,2010,12
"14 ARD CHLEIRE, ARDMANAGH, SCHULL",Cork,270000.0,No,Second-Hand Dwelling house /Apartment,29,12,2014,8
"32MEADOW HILL, LETTERKENNY, DONEGAL",Donegal,170000.0,No,Second-Hand Dwelling house /Apartment,10,9,2015,7
"3 Castleland Park Close, Balbriggan",Dublin,274999.15,No,New Dwelling house /Apartment,16,11,2018,4
"ROSSCAT, ROSSNOWLAGH, DONEGAL",Donegal,107500.0,No,Second-Hand Dwelling house /Apartment,9,5,2017,5
"29 LAWCUS FIELDS, STONEYFORD, KILKENNY",Kilkenny,282000.0,No,Second-Hand Dwelling house /Apartment,6,1,2022,0
"26 THE WAY, HUNTERS RUN, CLONEE DUBLIN 15",Dublin,305000.0,No,Second-Hand Dwelling house /Apartment,16,3,2018,4
"BALLINGADDY, ENNISTYMON, CO CLARE",Clare,305000.0,No,Second-Hand Dwelling house /Apartment,12,10,2020,2
"36 THORNDALE, LETTERKENNY, CO DONEGAL",Donegal,62500.0,No,Second-Hand Dwelling house /Apartment,20,8,2014,8
"30 REUBEN ST, RIALTO, DUBLIN 8",Dublin,380000.0,No,Second-Hand Dwelling house /Apartment,31,1,2018,4
"34 HARBOUR COURT, GEORGES PLACE, DUN LAOGHAIRE",Dublin,314300.0,No,Second-Hand Dwelling house /Apartment,4,3,2016,6
"BALLYFINOGUE, KILLINICK, WEXFORD",Wexford,40000.0,Yes,Second-Hand Dwelling house /Apartment,11,10,2016,6
"5 rathmill view, rathmill manor, rthcoole",Dublin,364737.925,No,New Dwelling house /Apartment,16,7,2020,2
"CHURCH ROAD, TULLAMORE, CO OFFALY",Offaly,230000.0,No,Second-Hand Dwelling house /Apartment,17,8,2018,4
"15 LIAM LYNCH PARK, GLASHEEN ROAD",Cork,130000.0,No,Second-Hand Dwelling house /Apartment,2,4,2012,10
"2B CLONMORE GROVE, TRALEE, KERRY",Kerry,82000.0,No,Second-Hand Dwelling house /Apartment,20,3,2014,8
"55 CASTLE GARDENS, BUNRATTY, CLARE",Clare,31000.0,No,Second-Hand Dwelling house /Apartment,25,2,2014,8
"6 PAIRC NA CARRAIGE, NEWTOWN, BANTRY",Cork,102000.0,Yes,Second-Hand Dwelling house /Apartment,5,10,2021,1
"42 Fairfield, Dunshaughlin, Co Meath",Meath,336808.94594999996,No,New Dwelling house /Apartment,1,5,2019,3
"28 RIVERSIDE DR, SHANNON BANKS, CORBALLY",Clare,180000.0,No,Second-Hand Dwelling house /Apartment,19,1,2021,1
"23 DELAFORD LAWN, KNOCKLYON, TEMPLEOGUE DUBLIN 16",Dublin,470000.0,No,Second-Hand Dwelling house /Apartment,6,7,2018,4
"11 MONALEEN HEIGHTS, CASTLETROY, LIMERICK",Limerick,335000.0,No,Second-Hand Dwelling house /Apartment,8,5,2015,7
"TAOBH COILLTE, TULLAROE, KILKEE",Clare,195000.0,No,Second-Hand Dwelling house /Apartment,20,9,2017,5
"16 Whites Villas, Dalkey, Co Dublin",Dublin,335000.0,No,Second-Hand Dwelling house /Apartment,10,11,2011,11
"57 Ardilaun Court, Sybil Hill Road, Raheny",Dublin,404999.78,No,New Dwelling house /Apartment,16,1,2019,3
"Apartment No.24, Blackrock House, Blackrock Village",Cork,516425.0,No,New Dwelling house /Apartment,23,6,2017,5
"69 HAMILTON PLACE, TRIM, CO MEATH",Meath,350000.0,No,Second-Hand Dwelling house /Apartment,23,11,2018,4
"18 CLONMACNOISE RD, CRUMLIN, DUBLIN 12",Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,22,1,2021,1
"LISNAGROUGH, HOLYCROSS, THURLES",Tipperary,345000.0,No,Second-Hand Dwelling house /Apartment,14,9,2018,4
"18 Broomhall Court, Rathnew, Co. Wicklow",Wicklow,40000.0,Yes,Second-Hand Dwelling house /Apartment,18,6,2012,10
"5 SYNNOTT TERRACE, DUN LAOGHAIRE, DUBLIN",Dublin,330000.0,No,Second-Hand Dwelling house /Apartment,8,9,2015,7
"51 Kilkee Bay, Kilkee",Clare,30000.0,No,Second-Hand Dwelling house /Apartment,8,5,2015,7
"GLENGOOLE SOUTH, THURLES, TIPPERARY",Tipperary,28000.0,No,Second-Hand Dwelling house /Apartment,7,12,2018,4
