Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,day,month,year
18/11/2021,"THE PALMS, COOLSUPEEN, BALLYNACALLY",,Clare,90000.00,No,No,Second-Hand Dwelling house /Apartment,,18,11,2021
01/07/2013,"No 5, Sunny Beach, Ballinskelligs",,Kerry,100000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,01,07,2013
27/04/2018,"NEWTOWN, BALLYVAUGHAN, CO CLARE",,Clare,245000.00,No,No,Second-Hand Dwelling house /Apartment,,27,04,2018
28/06/2016,"40 BROOKDALE, MILL RD, MIDLETON",,Cork,135000.00,No,No,Second-Hand Dwelling house /Apartment,,28,06,2016
10/09/2019,"2 the Court, Ard Cashel, Watergrasshill",,Cork,198783.00,Yes,Yes,New Dwelling house /Apartment,,10,09,2019
05/12/2014,"85 KENNELSFORT RD, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,282000.00,No,No,Second-Hand Dwelling house /Apartment,,05,12,2014
06/03/2014,"PULLAMORE FAR, CAVAN",,Cavan,95000.00,No,No,Second-Hand Dwelling house /Apartment,,06,03,2014
12/10/2021,"CRUNAUN, BALLAGHADERREEN, CO ROSCOMMON",,Roscommon,50000.00,No,No,Second-Hand Dwelling house /Apartment,,12,10,2021
03/06/2016,"10 WYCKHAM PLACE, WYCKHAM BYPASS, DUNDRUM DUBLIN 16",Dublin 16,Dublin,335000.00,No,No,Second-Hand Dwelling house /Apartment,,03,06,2016
16/03/2010,"Acres, Beale, Asdee",,Kerry,362000.00,No,No,Second-Hand Dwelling house /Apartment,,16,03,2010
26/02/2019,"8 QUAYSIDE COURT, SLIGO, SLIGO",,Sligo,85000.00,No,No,Second-Hand Dwelling house /Apartment,,26,02,2019
13/11/2020,"78 AYLMER PARK, MONREAD ROAD, NAAS",,Kildare,205633.00,Yes,No,Second-Hand Dwelling house /Apartment,,13,11,2020
05/02/2021,"10 BARR AILLE TUAM RD, GALWAY",,Galway,475000.00,No,No,Second-Hand Dwelling house /Apartment,,05,02,2021
03/09/2019,"APT 47 THE COURTYARD LOUISA PARK, LEIXLIP, KILDARE",,Kildare,185000.00,No,No,Second-Hand Dwelling house /Apartment,,03,09,2019
14/12/2018,"24 Dunville Lawn, Dunville, Athlumney",,Meath,230837.00,No,Yes,New Dwelling house /Apartment,,14,12,2018
18/05/2018,"82 CARNEGIE COURT, NORTH ST, SWORDS",,Dublin,175000.00,No,No,Second-Hand Dwelling house /Apartment,,18,05,2018
09/08/2011,"Apartment No.2, Clarence Gate, Kilkenny Road",,Carlow,69500.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,09,08,2011
14/11/2017,"Elphin Street, Strokestown",,Roscommon,30000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14,11,2017
03/05/2018,"5 VILLAS BLANCHARDSTOWN, MAIN ST, BLANCHARDSTOWN",Dublin 15,Dublin,220000.00,No,No,Second-Hand Dwelling house /Apartment,,03,05,2018
22/12/2014,"121 GREENWOOD EST, TOGHER, CORK",,Cork,208000.00,No,No,Second-Hand Dwelling house /Apartment,,22,12,2014
02/08/2011,"23 Millmount Grove, Dundrum, Dublin 14",,Dublin,190000.00,No,No,Second-Hand Dwelling house /Apartment,,02,08,2011
22/11/2018,"14 WARREN AVE, BOYLE, ROSCOMMON",,Roscommon,58000.00,No,No,Second-Hand Dwelling house /Apartment,,22,11,2018
16/06/2015,"9 HILLTOWN PARK, RIVERVALLEY, SWORDS",,Dublin,326000.00,No,No,Second-Hand Dwelling house /Apartment,,16,06,2015
04/06/2013,"20a Ballywaltrim Cottages, Killarney Road, Bray",,Wicklow,174000.00,No,No,Second-Hand Dwelling house /Apartment,,04,06,2013
27/05/2021,"2 CHURCH RD, BORRISOKANE, TIPPERARY",,Tipperary,85000.00,No,No,Second-Hand Dwelling house /Apartment,,27,05,2021
09/04/2018,"TRISTA, BANGOR ERRIS, BALLINA",,Mayo,50000.00,No,No,Second-Hand Dwelling house /Apartment,,09,04,2018
01/03/2011,"22 Luttrellstown Walk, Castleknock",Dublin 15,Dublin,100000.00,No,No,Second-Hand Dwelling house /Apartment,,01,03,2011
06/12/2018,"THE GABLES, MISHELLS, BANDON",,Cork,350000.00,No,No,Second-Hand Dwelling house /Apartment,,06,12,2018
24/08/2018,"11Brambledown, Glenamuck Road, Carrickmines",,Dublin,674000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24,08,2018
31/08/2015,"KILLAGALLY, BELMONT, BIRR",,Offaly,160000.00,No,No,Second-Hand Dwelling house /Apartment,,31,08,2015
19/11/2020,"EAST COMMONS, ARDFERT, CO. KERRY",,Kerry,49000.00,Yes,No,Second-Hand Dwelling house /Apartment,,19,11,2020
02/02/2016,"17 LEESON PARK AVE, RANELAGH, DUBLIN 6",Dublin 6,Dublin,865000.00,No,No,Second-Hand Dwelling house /Apartment,,02,02,2016
11/06/2013,"113 Kilkieran Road, Cabra",Dublin 7,Dublin,59125.00,Yes,No,Second-Hand Dwelling house /Apartment,,11,06,2013
08/12/2020,"14 GANDON AVENUE, GANDON PARK, LUCAN",,Dublin,400881.06,No,Yes,New Dwelling house /Apartment,,08,12,2020
31/03/2020,"NEWTOWN, BANNOW, WEXFORD",,Wexford,140000.00,No,No,Second-Hand Dwelling house /Apartment,,31,03,2020
26/09/2014,"MAIN STREET, RIVERSTOWN, CO SLIGO",,Sligo,117500.00,No,No,Second-Hand Dwelling house /Apartment,,26,09,2014
02/04/2019,"KNOCKANREAGH, BANDON, CORK",,Cork,300000.00,No,No,Second-Hand Dwelling house /Apartment,,02,04,2019
17/10/2017,"1 CUIL DUIN ROW, CUIL DUIN, CITYWEST",Dublin 24,Dublin,273127.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17,10,2017
29/11/2013,"NO. 1 DONNYBROOK GREEN, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,238500.00,No,No,Second-Hand Dwelling house /Apartment,,29,11,2013
27/03/2012,"159 Rockview, Simons Ridge, Sandyford",Dublin 18,Dublin,83700.44,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,27,03,2012
28/08/2020,"7 LEEDALE, CAHERSLEE, TRALEE",,Kerry,160000.00,No,No,Second-Hand Dwelling house /Apartment,,28,08,2020
22/02/2021,"4 Hoban Park, Callan",,Kilkenny,138259.00,Yes,No,New Dwelling house /Apartment,,22,02,2021
17/09/2015,"43 THE RAMPARTS, LOUGHLINSTOWN, DUBLIN 18",,Dublin,215000.00,No,No,Second-Hand Dwelling house /Apartment,,17,09,2015
15/07/2014,"Apartments Parnel Road, Dublin 12",Dublin 12,Dublin,3499409.69,No,No,Second-Hand Dwelling house /Apartment,,15,07,2014
23/04/2021,"ELM HOUSE, UPPER AGHADA, CORK",,Cork,250000.00,No,No,Second-Hand Dwelling house /Apartment,,23,04,2021
14/10/2016,"MUCKNAGH, GLASSON, ATHLONE",,Westmeath,205000.00,No,No,Second-Hand Dwelling house /Apartment,,14,10,2016
20/05/2021,"36 WINDMILL RD, CORK",,Cork,205000.00,No,No,Second-Hand Dwelling house /Apartment,,20,05,2021
23/01/2017,"13 THE CLOSE, RATHDALE, ENFIELD",,Meath,226000.00,No,No,Second-Hand Dwelling house /Apartment,,23,01,2017
09/07/2012,"2 Newgate Street, Waterford City",,Waterford,59000.00,No,No,Second-Hand Dwelling house /Apartment,,09,07,2012
16/12/2013,"DOONEEN, CAHERCIVEEN, KERRY",,Kerry,140000.00,No,No,Second-Hand Dwelling house /Apartment,,16,12,2013
29/01/2018,"13 THE PADDOCKS WALK, ADAMSTOWN, LUCAN",,Dublin,238000.00,No,No,Second-Hand Dwelling house /Apartment,,29,01,2018
29/06/2018,"APT 2 GREAT WILLIAMS HOUE, 43 GREAT WILLIAM O BRIEN ST, BLACKPOOL",,Cork,46666.66,No,No,Second-Hand Dwelling house /Apartment,,29,06,2018
01/07/2015,"46 JOYCE RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,260000.00,No,No,Second-Hand Dwelling house /Apartment,,01,07,2015
05/01/2010,"The Lamb Manor, Manor Kilbride, Blessington",,Wicklow,351000.00,No,No,Second-Hand Dwelling house /Apartment,,05,01,2010
22/02/2018,"12 HILL VIEW, KILROSS, TIPPERARY",,Tipperary,85000.00,No,No,Second-Hand Dwelling house /Apartment,,22,02,2018
03/04/2020,"49 GRACE PARK RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,775000.00,No,No,Second-Hand Dwelling house /Apartment,,03,04,2020
11/08/2016,"GALWAY ROAD, TUAM, CO GALWAY",,Galway,22500.00,Yes,No,Second-Hand Dwelling house /Apartment,,11,08,2016
17/06/2014,"21 The Court, Station Road, Killieny",,Dublin,555066.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17,06,2014
06/12/2010,"Carrigeen, Ballinacarriga, Dunmanway",,Cork,177000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,06,12,2010
07/03/2017,"9 THE DRIVE, STRAFFAN WOOD, MAYNOOTH",,Kildare,240000.00,No,No,Second-Hand Dwelling house /Apartment,,07,03,2017
08/12/2017,"7 THE GROVE, GORT, GALWAY",,Galway,138000.00,No,No,Second-Hand Dwelling house /Apartment,,08,12,2017
18/12/2015,"HEALYSROCK, TUOSIST, VIA KILARNEY",,Kerry,92000.00,No,No,Second-Hand Dwelling house /Apartment,,18,12,2015
30/09/2015,"1 Clonshaugh Rise, Clonshaugh, Dublin 17",Dublin 17,Dublin,212000.00,No,No,Second-Hand Dwelling house /Apartment,,30,09,2015
19/03/2018,"82 JAMESTOWN PARK, RATOATH, MEATH",,Meath,330000.00,No,No,Second-Hand Dwelling house /Apartment,,19,03,2018
08/05/2019,"CLUAINE CRO CONTY CRO, GLENCOLUMBCILLE, DONEGAL",,Donegal,225000.00,No,No,Second-Hand Dwelling house /Apartment,,08,05,2019
29/05/2015,"Parsonstown, Carbury",,Kildare,172500.00,No,No,Second-Hand Dwelling house /Apartment,,29,05,2015
26/07/2017,"LISS, CASTLECOVE, KERRY",,Kerry,160000.00,No,No,Second-Hand Dwelling house /Apartment,,26,07,2017
08/09/2011,"154 Lurgan Park, Renmore, Galway",,Galway,150000.00,No,No,Second-Hand Dwelling house /Apartment,,08,09,2011
29/11/2019,"57 LAWRENCE GROVE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,574000.00,No,No,Second-Hand Dwelling house /Apartment,,29,11,2019
06/11/2015,"44 Rossan Court, Waterville, Blanchardstown",Dublin 15,Dublin,258885.67,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,06,11,2015
26/10/2021,"32 THE CLOSE, KINGSWOOD HEIGHTS, TALLAGHT DUBLIN 24",Dublin 24,Dublin,400000.00,No,No,Second-Hand Dwelling house /Apartment,,26,10,2021
08/11/2018,"KEELOGUE, KILLESHIN, LAOIS",,Laois,220000.00,No,No,Second-Hand Dwelling house /Apartment,,08,11,2018
06/10/2017,"THE CORNER HOUSE, BARRACK GREEN, KINSALE",,Cork,240000.00,No,No,Second-Hand Dwelling house /Apartment,,06,10,2017
27/04/2021,"1 CRYSTAL MEWS, CORK RD, WATERFORD",,Waterford,150000.00,No,No,Second-Hand Dwelling house /Apartment,,27,04,2021
12/12/2017,"17 RAISKEEN PLACE, CLONMELLON, WESTMEATH",,Westmeath,155000.00,No,No,Second-Hand Dwelling house /Apartment,,12,12,2017
09/10/2015,"BALLYFINEGAN, BALLINTUBBER, ROSCOMMON",,Roscommon,125000.00,No,No,Second-Hand Dwelling house /Apartment,,09,10,2015
09/04/2014,"26 BELVEDERE PLACE, NORTH CIRCULAR RD, DUBLIN 1",Dublin 1,Dublin,232000.00,No,No,Second-Hand Dwelling house /Apartment,,09,04,2014
11/12/2012,"25 Obelisk Park, Blackrock",,Dublin,405500.00,No,No,Second-Hand Dwelling house /Apartment,,11,12,2012
14/04/2010,"7 Tournore Court, Dungarvan",,Waterford,210000.00,No,No,Second-Hand Dwelling house /Apartment,,14,04,2010
10/11/2017,"202 GRIFFINRATH HALL, MAYNOOTH, KILDARE",,Kildare,240000.00,No,No,Second-Hand Dwelling house /Apartment,,10,11,2017
30/12/2011,"Gerah, Farranfore",,Kerry,260000.00,No,No,Second-Hand Dwelling house /Apartment,,30,12,2011
27/03/2014,"5 WELL RD HOMES, CHURCHYARD LANE, WELL RD",,Cork,150000.00,No,No,Second-Hand Dwelling house /Apartment,,27,03,2014
19/12/2017,"APT 1 TOP FLOOR APT, 109 RATHMINES RD LOWER, RATHMINES DUBLIN 6",Dublin 6,Dublin,800000.00,No,No,Second-Hand Dwelling house /Apartment,,19,12,2017
23/11/2016,"Apt 78 Station Court, Gorey",,Wexford,86881.98,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23,11,2016
05/11/2018,"15 THE HAGGARD APTS, HAGGARD ST, TRIM",,Meath,103800.00,No,No,Second-Hand Dwelling house /Apartment,,05,11,2018
07/01/2022,"STRIPE NORTH, MILTOWN, COUNTY GALWAY",,Galway,250000.00,No,No,Second-Hand Dwelling house /Apartment,,07,01,2022
02/09/2019,"BOYLE RD, FRENCHPARK, ROSCOMMON",,Roscommon,140000.00,No,No,Second-Hand Dwelling house /Apartment,,02,09,2019
30/03/2017,"254 CASTLE PARK, GALWAY, GALWAY",,Galway,40000.00,No,No,Second-Hand Dwelling house /Apartment,,30,03,2017
28/09/2020,"28 GRANARY COURT THE MALTINGS, BALLINCOLLIG, CORK",,Cork,210000.00,No,No,Second-Hand Dwelling house /Apartment,,28,09,2020
02/12/2021,"2 WAVERLEY COURT, STRANDHILL, SLIGO",,Sligo,231000.00,No,No,Second-Hand Dwelling house /Apartment,,02,12,2021
12/07/2019,"2 BAYSIDE SQ EAST, SUTTON, DUBLIN 13",Dublin 13,Dublin,376500.00,No,No,Second-Hand Dwelling house /Apartment,,12,07,2019
28/05/2019,"GORTSKAGH, CASTLEMAHON, COUNTY LIMERICK",,Limerick,246696.03,No,Yes,New Dwelling house /Apartment,,28,05,2019
30/10/2014,"24 WOODFIELD, BALLIVOR, MEATH",,Meath,150000.00,No,No,Second-Hand Dwelling house /Apartment,,30,10,2014
31/01/2013,"82 Ballygologue Park, Listowel",,Kerry,54000.00,No,No,Second-Hand Dwelling house /Apartment,,31,01,2013
18/07/2018,"22 QUARRYFIELD COURT, KNOCKMEENAGH LANE, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,170000.00,No,No,Second-Hand Dwelling house /Apartment,,18,07,2018
02/09/2021,"AGHADERRY, LOUGHLYNN, ROSCOMMON",,Roscommon,44000.00,No,No,Second-Hand Dwelling house /Apartment,,02,09,2021
17/09/2014,"817 LADYCASTLE, STRAFFAN, KILDARE",,Kildare,207000.00,No,No,Second-Hand Dwelling house /Apartment,,17,09,2014
17/09/2018,"18 The Bailey, Castle Farm, Jigginstown",,Kildare,255506.50,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17,09,2018
26/09/2017,"8 VIKING WHARF, KINSALE, CORK",,Cork,425000.00,No,No,Second-Hand Dwelling house /Apartment,,26,09,2017
16/11/2018,"4 Ard Phiarais, Carrickpherish",,Waterford,170515.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16,11,2018
28/08/2015,"5 ST JOSEPHS PL, BALLINASLOE, GALWAY",,Galway,70000.00,No,No,Second-Hand Dwelling house /Apartment,,28,08,2015
21/03/2019,"166 GLASSAN, BALLYBANE RD, GALWAY",,Galway,242000.00,No,No,Second-Hand Dwelling house /Apartment,,21,03,2019
24/03/2017,"34 MOREHAMPTON SQ, DUBLIN 4, DUBLIN",Dublin 4,Dublin,417000.00,No,No,Second-Hand Dwelling house /Apartment,,24,03,2017
11/12/2019,"421 CARLETON WHARF, YOUGHAL, CORK",,Cork,170000.00,No,No,Second-Hand Dwelling house /Apartment,,11,12,2019
16/07/2018,"SENTOSA, DERREENTUNNY CARRIGEENROE, ROSCOMMON",,Roscommon,47000.00,No,No,Second-Hand Dwelling house /Apartment,,16,07,2018
21/12/2018,"2 ABBEY STREET, LOUGHREA, COUNTY GALWAY",,Galway,105000.00,No,No,Second-Hand Dwelling house /Apartment,,21,12,2018
30/01/2014,"36 LUS MOR WHITE ROCK HILL, WEXFORD",,Wexford,100000.00,No,No,Second-Hand Dwelling house /Apartment,,30,01,2014
06/03/2019,"34 Templeville, Punches Cross, Ballinacurra",,Limerick,327313.00,No,Yes,New Dwelling house /Apartment,,06,03,2019
06/12/2021,"3A MULGRAVE PLACE, JOHN REDMOND ST, CORK",,Cork,155000.00,No,No,Second-Hand Dwelling house /Apartment,,06,12,2021
17/12/2020,"GREEN AVE, NEWLANDS, NAAS",,Kildare,515000.00,No,No,Second-Hand Dwelling house /Apartment,,17,12,2020
23/02/2018,"23 THE COURTYARD, KILLEGLAND, MEATH",,Meath,157000.00,No,No,Second-Hand Dwelling house /Apartment,,23,02,2018
26/08/2020,"50 CASTLEHILL PARK, CASTLEBAR, MAYO",,Mayo,29000.00,No,No,Second-Hand Dwelling house /Apartment,,26,08,2020
27/09/2013,"Part Folio DN141675F, Dublin",,Dublin,276000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,27,09,2013
28/09/2020,"1 WOODLAND COURT, RUSH, CO. DUBLIN",,Dublin,152000.00,No,No,Second-Hand Dwelling house /Apartment,,28,09,2020
16/04/2010,"4  Hollypark, Leitrim Village",,Leitrim,132158.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,16,04,2010
11/03/2016,"12 GOULDAVOHER EST, FATHER RUSSELL RD, LIMERICK",,Limerick,174000.00,No,No,Second-Hand Dwelling house /Apartment,,11,03,2016
09/08/2019,"19 ALLENDALE HALL, COURTBRACK AVE, LIMERICK",,Limerick,222000.00,No,No,Second-Hand Dwelling house /Apartment,,09,08,2019
26/10/2018,"7 THORMANBY HILL, HOWTH, DUBLIN",,Dublin,1299559.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,26,10,2018
19/06/2017,"APT 4 JOHNSTOWN BRIDGE, JOHN STREET, WATERFORD",,Waterford,65500.00,No,No,Second-Hand Dwelling house /Apartment,,19,06,2017
30/05/2013,"52 Steeplechase Hill, Ratoath, Co Meath",,Meath,127000.00,No,No,Second-Hand Dwelling house /Apartment,,30,05,2013
09/05/2019,"287 QUAY RD, CLARECASTLE, CLARE",,Clare,123000.00,No,No,Second-Hand Dwelling house /Apartment,,09,05,2019
17/08/2017,"LAVY MORE, CHARLESTOWN, COUNTY MAYO",,Mayo,20000.00,No,No,Second-Hand Dwelling house /Apartment,,17,08,2017
28/11/2016,"70 The Sanderling, Barnageeragh Cove, Skerries",,Dublin,281938.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,28,11,2016
28/02/2017,"LISSANEENA, COLLOONEY, SLIGO",,Sligo,215000.00,No,No,Second-Hand Dwelling house /Apartment,,28,02,2017
01/07/2015,"KINNELARGY, DOWNINGS, CO DONEGAL",,Donegal,115000.00,No,No,Second-Hand Dwelling house /Apartment,,01,07,2015
16/09/2019,"23 ARDEVAN RISE, MONASTEREVIN, KILDARE",,Kildare,174000.00,No,No,Second-Hand Dwelling house /Apartment,,16,09,2019
21/12/2011,"46 PARSONS COURT, NEWCASTLE",,Dublin,254185.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21,12,2011
09/03/2018,"96 RIVERCHAPEL VIEW, COURTOWN, WEXFORD",,Wexford,119000.00,No,No,Second-Hand Dwelling house /Apartment,,09,03,2018
31/05/2018,"8 HIGHLAND VIEW, THE PARK, CABINTEELY DUBLIN 18",Dublin 18,Dublin,595000.00,No,No,Second-Hand Dwelling house /Apartment,,31,05,2018
04/12/2015,"47 LIFFEY TERRACE, LUCAN, DUBLIN",,Dublin,240000.00,No,No,Second-Hand Dwelling house /Apartment,,04,12,2015
27/06/2018,"9 CAPPA DR, KILRUSH, CLARE",,Clare,127000.00,No,No,Second-Hand Dwelling house /Apartment,,27,06,2018
26/08/2015,"GLENAKIP, RATHCORMAC, CORK",,Cork,203000.00,No,No,Second-Hand Dwelling house /Apartment,,26,08,2015
28/04/2021,"DRUMAVILLE, LECAMEY, DONEGAL",,Donegal,80000.00,No,No,Second-Hand Dwelling house /Apartment,,28,04,2021
13/03/2018,"103 Ashfield Avenue, Ridgewood, Forrest Road",,Dublin,326000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,13,03,2018
07/11/2019,"BALLYOUGHTAR, RATHCABBIN, ROSCREA",,Tipperary,180000.00,No,No,Second-Hand Dwelling house /Apartment,,07,11,2019
02/06/2016,"MILLTOWN, CHARLEVILLE, CO CORK",,Cork,100000.00,No,No,Second-Hand Dwelling house /Apartment,,02,06,2016
27/05/2021,"APT 1, TARA COURT, SALEEN",,Mayo,45000.00,No,No,Second-Hand Dwelling house /Apartment,,27,05,2021
26/08/2015,"15  The Downs, Whitefield Manor, Bettystown",,Meath,224900.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,26,08,2015
01/10/2021,"53 WHITEROCK VIEW, WEXFORD, WEXFORD",,Wexford,105000.00,No,No,Second-Hand Dwelling house /Apartment,,01,10,2021
15/03/2019,"47 THE CLAYTON, THE GASWORKS, BARROW ST DUBLIN 4",Dublin 4,Dublin,345000.00,No,No,Second-Hand Dwelling house /Apartment,,15,03,2019
10/11/2014,"18 RYEBRIDGE RISE, KILCOCK",,Kildare,230000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10,11,2014
13/11/2012,"138 The Wood, Dingle",,Kerry,145000.00,No,No,Second-Hand Dwelling house /Apartment,,13,11,2012
16/12/2016,"THE BUNGALOW, DOONPETER, GLENVILLE",,Cork,265000.00,No,No,Second-Hand Dwelling house /Apartment,,16,12,2016
21/06/2018,"9 CARROWNAKILLY QUAY, KILLALOE, CO CLARE",,Clare,60000.00,No,No,Second-Hand Dwelling house /Apartment,,21,06,2018
17/06/2015,"SIMONSTOWN, MOONE, ATHY",,Kildare,86000.00,No,No,Second-Hand Dwelling house /Apartment,,17,06,2015
14/03/2018,"1 MEADOWBROOK AVENUE, MAYNOOTH, COUNTY KILDARE",,Kildare,285000.00,No,No,Second-Hand Dwelling house /Apartment,,14,03,2018
14/12/2012,"2 Old Town Avenue, Santry, Dublin 9",,Dublin,165000.00,No,No,Second-Hand Dwelling house /Apartment,,14,12,2012
23/08/2019,"19 THE ORCHARD, FORTFIELD RD, TERENURE",,Dublin,696000.00,No,No,Second-Hand Dwelling house /Apartment,,23,08,2019
03/02/2020,"191 AN CAISLEAN, BALLINCOLLIG, CORK",,Cork,255000.00,No,No,Second-Hand Dwelling house /Apartment,,03,02,2020
19/09/2019,"EARLSPARK, RATHPEAK, BALLINASLOE",,Roscommon,280000.00,No,No,Second-Hand Dwelling house /Apartment,,19,09,2019
20/07/2018,"23 CHAPEL GATE, BALLYVOLANE, CORK",,Cork,250000.00,No,No,Second-Hand Dwelling house /Apartment,,20,07,2018
15/04/2011,"22 Cnoc an Rua, Moycullen",,Galway,195000.00,No,No,Second-Hand Dwelling house /Apartment,,15,04,2011
14/12/2020,"62 FATHER PAUL MURPHY ST, EDENDERRY, OFFALY",,Offaly,181000.00,No,No,Second-Hand Dwelling house /Apartment,,14,12,2020
19/10/2015,"3 HILLVIEW, SUMMERHILL, MEATH",,Meath,405000.00,No,No,Second-Hand Dwelling house /Apartment,,19,10,2015
30/05/2018,"FOX LODGE, TOWER RD, MORNINGTON",,Meath,350000.00,No,No,Second-Hand Dwelling house /Apartment,,30,05,2018
30/03/2017,"138 THE LIGHTHOUSE, CHURCH RD, EAST WALL DUBLIN 3",Dublin 3,Dublin,150000.00,No,No,Second-Hand Dwelling house /Apartment,,30,03,2017
20/05/2013,"Apartment No. 51 Ridgehall, Ballybrack",,Dublin,188000.00,No,No,Second-Hand Dwelling house /Apartment,,20,05,2013
18/03/2016,"4 ROSE ABBEY PARK, KINSALE, CORK",,Cork,220000.00,No,No,Second-Hand Dwelling house /Apartment,,18,03,2016
23/03/2021,"13 COOLAGHKNOCK PARK, KILDARE TOWN, COUNTY KILDARE",,Kildare,245000.00,No,No,Second-Hand Dwelling house /Apartment,,23,03,2021
07/07/2016,"HILLCREST HOUSE, KILMEENA, WESTPORT",,Mayo,181000.00,No,No,Second-Hand Dwelling house /Apartment,,07,07,2016
29/03/2010,"Carheens, Cross",,Mayo,115000.00,No,No,Second-Hand Dwelling house /Apartment,,29,03,2010
28/06/2019,"ST LENORDS, NEW ROSS, WEXFORD",,Wexford,145000.00,No,No,Second-Hand Dwelling house /Apartment,,28,06,2019
29/11/2018,"13 Oaklawn, Cunnaberry Hill, Tully Road",,Kildare,237885.46,No,Yes,New Dwelling house /Apartment,,29,11,2018
27/10/2017,"16 GRENVILLE, DUBLIN ROAD, PORTLAOISE",,Laois,215000.00,No,No,Second-Hand Dwelling house /Apartment,,27,10,2017
05/12/2016,"5 Cherry Orchard, Broomfield Village, Midleton",,Cork,140969.00,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,05,12,2016
12/11/2010,"37 the courtyard, Seafield Golf and Country club, ballymoney",,Wexford,522000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12,11,2010
10/08/2018,"58 GRANGE ABBEY CRESCENT, DONAGHMEDE, DUBLIN 13",Dublin 13,Dublin,327000.00,No,No,Second-Hand Dwelling house /Apartment,,10,08,2018
13/10/2017,"36 MULCAIRE MANOR, NEWPORT, TIPPERARY",,Tipperary,284000.00,No,No,Second-Hand Dwelling house /Apartment,,13,10,2017
31/03/2021,"22 WOODLAWN, BENNETSBRIDGE, KILKENNY",,Kilkenny,116000.00,No,No,Second-Hand Dwelling house /Apartment,,31,03,2021
29/05/2020,"NCHANGA, CREGG, GLANDORE",,Cork,180000.00,No,No,Second-Hand Dwelling house /Apartment,,29,05,2020
07/05/2020,"19 HUNTSTOWN PARK, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,250000.00,No,No,Second-Hand Dwelling house /Apartment,,07,05,2020
23/09/2010,"27 The Meadows, Point Road, Dundalk",,Louth,215000.00,No,No,Second-Hand Dwelling house /Apartment,,23,09,2010
13/11/2020,"BALLYDULLEA, COBH, CORK",,Cork,585000.00,No,No,Second-Hand Dwelling house /Apartment,,13,11,2020
17/05/2016,"25B KERMON HOUSE MEWS, NORTH QUAY, DROGHEDA",,Louth,66000.00,No,No,Second-Hand Dwelling house /Apartment,,17,05,2016
17/04/2020,"APT 1, PARK HOUSE, BARRINGTON ST",,Limerick,86000.00,No,No,Second-Hand Dwelling house /Apartment,,17,04,2020
07/02/2019,"14 ROSGEAL, DUNMANWAY, CO CORK",,Cork,239000.00,No,No,Second-Hand Dwelling house /Apartment,,07,02,2019
12/05/2021,"No 82 Mill View, Ballinglanna, Glanmire",,Cork,297356.82,No,Yes,New Dwelling house /Apartment,,12,05,2021
17/02/2017,"26 RUTLAND GROVE, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,230000.00,No,No,Second-Hand Dwelling house /Apartment,,17,02,2017
13/02/2019,"ASH GROVE, CASTLE GARDENS, MOHILL",,Leitrim,100000.00,No,No,Second-Hand Dwelling house /Apartment,,13,02,2019
