Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
03/06/2016,"28 BELVEDERE HILLS, MULLINGAR, WESTMEATH",,Westmeath,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2016,"4 THE COURTYARD, KILDALKEY RD, ATHBOY",,Meath,"€77,300.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2015,"10 SOUTHMEDE, BALLINTEER RD, DUNDRUM DUBLIN 16",Dublin 16,Dublin,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2017,"25 BROADFIELD DR, BROADFIELD MANOR, RATHCOOLE",Dublin 24,Dublin,"€311,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2016,"LEADYMORE, KILLALA, MAYO",,Mayo,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2021,"CARRICKLECK RD, KINGSCOURT, CAVAN",,Cavan,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2018,"28 GRACE OMALLEY DR, HOWTH, DUBLIN",Dublin 13,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2010,"21 ABBEYVALE AVENUE, SWORDS",,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/12/2014,"14 ARD CHLEIRE, ARDMANAGH, SCHULL",,Cork,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2015,"32MEADOW HILL, LETTERKENNY, DONEGAL",,Donegal,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2018,"3 Castleland Park Close, Balbriggan",,Dublin,"€242,290.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/05/2017,"ROSSCAT, ROSSNOWLAGH, DONEGAL",,Donegal,"€107,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2022,"29 LAWCUS FIELDS, STONEYFORD, KILKENNY",,Kilkenny,"€282,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2018,"26 THE WAY, HUNTERS RUN, CLONEE DUBLIN 15",Dublin 15,Dublin,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2020,"BALLINGADDY, ENNISTYMON, CO CLARE",,Clare,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2014,"36 THORNDALE, LETTERKENNY, CO DONEGAL",,Donegal,"€62,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2018,"30 REUBEN ST, RIALTO, DUBLIN 8",Dublin 8,Dublin,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2016,"34 HARBOUR COURT, GEORGES PLACE, DUN LAOGHAIRE",,Dublin,"€314,300.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2016,"BALLYFINOGUE, KILLINICK, WEXFORD",,Wexford,"€40,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/07/2020,"5 rathmill view, rathmill manor, rthcoole",,Dublin,"€321,355.00",No,Yes,New Dwelling house /Apartment,
17/08/2018,"CHURCH ROAD, TULLAMORE, CO OFFALY",,Offaly,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/04/2012,"15 LIAM LYNCH PARK, GLASHEEN ROAD",,Cork,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2014,"2B CLONMORE GROVE, TRALEE, KERRY",,Kerry,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2014,"55 CASTLE GARDENS, BUNRATTY, CLARE",,Clare,"€31,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2021,"6 PAIRC NA CARRAIGE, NEWTOWN, BANTRY",,Cork,"€102,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
01/05/2019,"42 Fairfield, Dunshaughlin, Co Meath",,Meath,"€296,747.97",No,Yes,New Dwelling house /Apartment,
19/01/2021,"28 RIVERSIDE DR, SHANNON BANKS, CORBALLY",,Clare,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2018,"23 DELAFORD LAWN, KNOCKLYON, TEMPLEOGUE DUBLIN 16",Dublin 16,Dublin,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2015,"11 MONALEEN HEIGHTS, CASTLETROY, LIMERICK",,Limerick,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2017,"TAOBH COILLTE, TULLAROE, KILKEE",,Clare,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2011,"16 Whites Villas, Dalkey, Co Dublin",,Dublin,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2019,"57 Ardilaun Court, Sybil Hill Road, Raheny",Dublin 5,Dublin,"€356,828.00",No,Yes,New Dwelling house /Apartment,
23/06/2017,"Apartment No.24, Blackrock House, Blackrock Village",,Cork,"€455,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/11/2018,"69 HAMILTON PLACE, TRIM, CO MEATH",,Meath,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/01/2021,"18 CLONMACNOISE RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2018,"LISNAGROUGH, HOLYCROSS, THURLES",,Tipperary,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2012,"18 Broomhall Court, Rathnew, Co. Wicklow",,Wicklow,"€40,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/09/2015,"5 SYNNOTT TERRACE, DUN LAOGHAIRE, DUBLIN",,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2015,"51 Kilkee Bay, Kilkee",,Clare,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2018,"GLENGOOLE SOUTH, THURLES, TIPPERARY",,Tipperary,"€28,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2014,"32 Milltown Gate, Burgage Mor, Blessington",,Wicklow,"€210,572.68",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
22/12/2020,"BALLINAHASK, KILMUCKRIDGE, GOREY",,Wexford,"€237,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2010,"21 Clonminch Avenue, Tullamore",,Offaly,"€306,666.66",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
29/01/2010,"4 The Palms, Roebuck Road, Clonskeagh",,Dublin,"€595,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2019,"12 CLOS DERBRIU, THE FERNS, BLACKROCK",,Louth,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2018,"HILLCREST, AUGHNADERRY, STROKESTOWN",,Roscommon,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2017,"17 HARBOUR ROW, COBH, CORK",,Cork,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2014,"24 BURNELL COURT, MALAHIDE RD, DUBLIN 17",Dublin 17,Dublin,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2017,"206 Maryborough Village, Portlaoise",,Laois,"€149,780.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/06/2015,"136 LITTLEPACE WALK, CLONEE, DUBLIN 15",,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2012,"Apt 6 Castlepark Garden Residence, Castlepark Road, Dalkey",,Dublin,"€568,281.94",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
02/06/2011,"12 The Reef, Clearwater Cove, Rosslare",,Wexford,"€241,409.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/04/2013,"1 Abbey Court, Fr. Russell Road",,Limerick,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2012,"28 Grange Hall, Dunshaughlin, County Meath",,Meath,"€152,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/08/2016,"30 ELY CLOSE, FIRHOUSE, DUBLIN 24",Dublin 24,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/02/2013,"374 Walshestown, Newbridge, County Kildare",,Kildare,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2018,"1 GREENHILLS COURT, SOUTH DOUGLAS RD, CORK CITY",,Cork,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2020,"35 THE PARK, LAKEPOINT, MULLINGAR",,Westmeath,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2013,"23  Creevaghbui, Mullingar Road, Ballymahon",,Longford,"€44,052.86",No,No,Second-Hand Dwelling house /Apartment,
24/11/2017,"21 The Lawn, St. Marnocks Bay, Station Road",,Dublin,"€488,987.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
10/10/2011,"CAMIRA, 68A GEORGE'S AVENUE, BLACKROCK",,Dublin,"€488,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2015,"119 RIALTO COTTAGES, RIALTO, DUBLIN 8",Dublin 8,Dublin,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2019,"26 COOPER'S WOOD, CHAPEL ROAD, KINSEALY",,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2015,"49 The Moorings, Corbally, Limerick",,Clare,"€113,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2021,"BLOCK 19 APT 8, PRIORY HALL, HOLE IN THE WALL ROAD",Dublin 13,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2021,"APT 27, MILLTOWN GROVE, MILLTOWN BRIDGE DUBLIN 14",Dublin 14,Dublin,"€477,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2018,"72 THE FAIRWAYS, ABBEYLEIX, LAOIS",,Laois,"€90,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/09/2016,"COOLEEN, BIRDHILL, CO TIPPERARY",,Tipperary,"€261,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2011,"2 Killoughterane, Borris",,Carlow,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2015,"42 CLANCARTHY RD, DONNYCARNEY, DUBLIN 5",Dublin 5,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2020,"41 LORCAN RD, SANTRY, DUBLIN 9",Dublin 9,Dublin,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2021,"7 BIRCH GROVE, CASTLELAKE, CARRIGTWOHILL",,Cork,"€211,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/01/2021,"24 THE MAPLES CASTLEJANE WOODS, GLANMIRE, CORK",,Cork,"€229,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2016,"3 HAWKINS GARDENS, HILL RD, WHITEGATE",,Cork,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2014,"21 Prospect Avenue, Mullingar",,Westmeath,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2018,"125 KILMAINHAM SQ, INCHICORE RD, DUBLIN 8",Dublin 8,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2016,"APT 13 WATERMINT, OLD BRAY RD, CABINTEELY",Dublin 18,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2021,"16 Crenagh Hill, Woodside, Kerry Pike",,Cork,"€269,206.00",No,Yes,New Dwelling house /Apartment,
10/02/2021,"5 MARINE TERRACE, TRAMORE, CO. WATERFORD",,Waterford,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2019,"53 SANDGROVE, BLACKROCK, DUNDALK",,Louth,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2011,"75  Trotonville Road, Sandymount",Dublin 4,Dublin,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2015,"61 EGLINTON RD, DUBLIN 4, DUBLIN",Dublin 4,Dublin,"€3,600,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2011,"ANNAGHMORE, BLUEBALL",,Offaly,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2018,"20 BRIDGE ST, CARRICK ON SUIR, CO TIPPERARY",,Tipperary,"€47,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2020,"38 SPRINGMOUNT, KINSALE, CORK",,Cork,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2021,"LUNERTON, BALLINAMORE BRIDGE, BALLINASLOE",,Galway,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/04/2020,"18 COYLIN COURT, RAMELTON, DONEGAL",,Donegal,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2012,"1 Clonmore, Mallow",,Cork,"€220,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/05/2017,"5B KERMON HOUSE, THE MALL, DROGHEDA",,Louth,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2021,"55 SPRINGVALE, SLIGO ROAD, TUBBERCURRY",,Sligo,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2017,"13 ST MARY'S ROAD, KILLENAULE, THURLES",,Tipperary,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2020,"8 CHURCH AVE, EDEN GATE, DELGANY",,Wicklow,"€535,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2020,"22 COLLEGE AVE, COLLEGE MANOR, COBH",,Cork,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2018,"GREENFIELDS, GRACEDIEU EAST, WATERFORD",,Waterford,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2020,"26 BATH AVE GARDENS, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2019,"CHURCH ST, CAHIR, TIPPERARY",,Tipperary,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"19 HILLVIEW DR, RATHNAPISH, CARLOW",,Carlow,"€134,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2015,"TOP ROW, SEAMOUNT, COURTOWN",,Wexford,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2015,"67 FORTFIELD RD, TERENURE, DUBLIN 6W",,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2011,"Mullaghnerary, Killygordon, Lifford",,Donegal,"€140,969.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/05/2021,"2 WEST TERRACE, INCHICORE, DUBLIN 8",Dublin 8,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2020,"9 BENWHISKEN VIEW, BUNDORAN, DONEGAL",,Donegal,"€122,500.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2014,"Towney, Kilcar, Donegal",,Donegal,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2012,"4 Sliabh Rioga, Rahoon, Galway",,Galway,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2010,"3 Cloughanboy Crescent, Ballymahon Road, Athlone",,Westmeath,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/11/2013,"46 Cherryfield Road, Walkinstown, Dublin 12",Dublin 12,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2012,"6 Hunter's Green, Hunterswood, Ballycullen Road",,Dublin,"€136,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2015,"5 THE COMMON, CORNMARKET, BALLINROBE",,Mayo,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2012,"belcruit, kincasslagh",,Donegal,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2019,"Apartment No.187 Abbot Court, Cualanor, Upper Glenageary Road",,Dublin,"€401,988.55",No,Yes,New Dwelling house /Apartment,
11/02/2013,"Cornalack, Terryglass",,Tipperary,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2020,"269 TI RUAIRI, GLEANN NA RI, MURROUGH",,Galway,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2016,"157 LAUREL PARK, NEWCASTLE, GALWAY",,Galway,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2016,"No 40 Thornwood, Beaumont",Dublin 9,Dublin,"€410,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/10/2020,"APARTMENT 2, EAST END, DRIMOLEAGUE",,Cork,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2014,"111 CASTLEMOYNE, BALGRIFFIN",Dublin 13,Dublin,"€484,581.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/08/2016,"10 HERBERT PARK, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"€3,800,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2011,"2A Sandymount Castle Park, Sandymount",,Dublin,"€575,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2020,"CLONEEN, SEVENCHURCHES, GLENDALOUGH",,Wicklow,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2018,"8 CAISEAL UR UPPER, BOTHAR AN STIOFAN, KNOCKNACARRA",,Galway,"€100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/03/2018,"27 ANNALY TERRACE, ONGARWOOD, ONGAR DUBLIN 15",Dublin 15,Dublin,"€268,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/03/2013,"Birchfield, Springlane, Bandon",,Cork,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2012,"Shanahill, Castlemaine",,Kerry,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2019,"23 Knights Grange, Lacken Road, Kilbarry",,Waterford,"€185,022.03",Yes,Yes,New Dwelling house /Apartment,
13/03/2020,"13 VIKING RD, DUBLIN 7, DUBLIN",Dublin 7,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2015,"20 Corofin House, Clare Village, Clarehall",Dublin 17,Dublin,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2021,"6 LIMEWOOD GROVE, ONSLOW GARDENS, CORK",,Cork,"€261,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2016,"DRISH, THURLES, TIPPERARY",,Tipperary,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2013,"AOIBHGREINE, 37A BALLINCLEA HEIGHTS, KILLINEY",,Dublin,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2021,"27 HAZELWOOD, LOUGHREA, COSMONA",,Galway,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2018,"26 LIMEKILN GREEN, GREENHILLS, WALKINSTOWN DUBLIN 12",Dublin 12,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2011,"4 Kilgarron Park, Enniskerry",,Wicklow,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2021,"1 BROWNSHILL RD, CARLOW",,Carlow,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2011,"22 MILLFIELD MANOR, NEWBRIDGE",,Kildare,"€220,263.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
12/10/2016,"11 AGHAMEEN PARK, MUIRHEVNA MOR, DUNDALK",,Louth,"€56,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2010,"4 Castlevillage Way, Celbridge",,Kildare,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2020,"55, Cedarview  Northwood, Santry",Dublin 9,Dublin,"€493,392.07",No,Yes,New Dwelling house /Apartment,
25/11/2021,"18 Whitethorn Lawn, Whitethorn Village",,Kildare,"€348,000.00",No,Yes,New Dwelling house /Apartment,
15/05/2015,"29 Celbridge Road, Leixlip",,Kildare,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2018,"MOANAVIDDOGE, OOLA, LIMERICK",,Limerick,"€272,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/04/2013,"37 Kenilworth Park, Harolds Cross",,Dublin,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2019,"21 CAMERON SQ, KILMAINHAM, DUBLIN 8",Dublin 8,Dublin,"€282,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2018,"90 THE GLEBE, ARDEE RD, KELLS",,Meath,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/01/2017,"82 PORTMARNOCK DRIVE, PORTMARNOCK, CO DUBLIN",Dublin 13,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2015,"KNOCKNAGALLAGH, BANDON, CORK",,Cork,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2021,"20 GRAYDON CRESCENT, GRAYDON, NEWCASTLE",,Dublin,"€317,180.00",No,Yes,New Dwelling house /Apartment,
01/11/2021,"148 CASTLEROSS, DUNDALK, LOUTH",,Louth,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2019,"MARYHILL, AHIOHILL MORE, ENNISKEANE",,Cork,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2013,"6 Sheepmoor Avenue, Blanchardstown",Dublin 15,Dublin,"€50,790.00",Yes,No,Second-Hand Dwelling house /Apartment,
30/08/2021,"129 BUTTERCUP PARK, DARNDALE, DUBLIN 17",Dublin 17,Dublin,"€234,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2014,"THE PINES, CLONES RD, MONAGHAN",,Monaghan,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2015,"LONGFORD, CASTLEREA",,Roscommon,"€35,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
01/05/2015,"10 Riverside Apartments, Main Street, Arklow",,Wicklow,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2020,"REAMORE, KIELDUFF, TRALEE",,Kerry,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2019,"17 The Avenue, Green Lane Manor, Rathcoole",,Dublin,"€330,396.47",No,Yes,New Dwelling house /Apartment,
13/07/2017,"31 WESTLANDS, WESTPORT, MAYO",,Mayo,"€257,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2021,"GLENAROUSK, STRAWHALL, FERMOY",,Cork,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2018,"16 Woodpark, Laragh Road, Rathdrum",,Wicklow,"€242,290.74",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/11/2016,"THE OLD FARMHOUSE, AUGHAVILLE, BANTRY",,Cork,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2021,"8 The Grove, Semple Woods, Donabate",,Dublin,"€409,691.62",No,Yes,New Dwelling house /Apartment,
07/09/2021,"8 COIS CILL, DOOHAMLET, CASTLEBLAYNEY",,Monaghan,"€60,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
24/05/2017,"DERRYNANE HOUSE, RATHCANNON, ATHLACCA",,Limerick,"€153,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2014,"LISMACRORY, BALLINGARRY, ROSCREA TIPPERARY",,Tipperary,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2017,"1 BLUEBELL WAY, ESKER HILLS, RIDGE RD",,Laois,"€137,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2019,"3 BAILEYS NEW STREET, WATERFORD",,Waterford,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2013,"TIRANASCRAGH, BALLINASLOE",,Galway,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2021,"KILLARE, MULLINGAR, WESTMEATH",,Westmeath,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2019,"30 STAMANARAN, OLD GOLFLINKS RD, BLACKROCK",,Louth,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2019,"25 SEAVIEW WAY, CNOC NAMARA, BLACKROCK",,Louth,"€158,590.31",No,Yes,New Dwelling house /Apartment,
22/05/2017,"NO 2 HILLVIEW, FALLADEEN ROAD, BALLINLOUGH",,Sligo,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2018,"11 St Helen's Chase, St. Helen's, Adamstown",,Dublin,"€255,506.61",No,Yes,New Dwelling house /Apartment,
17/06/2015,"46 ard thomain, sli na manach, mungret",,Limerick,"€214,278.64",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/03/2016,"ARD NA GREINE, HILLSIDE, BIRR",,Offaly,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2018,"THE BUNGALOW, KNOCKENRAHAN, ARKLOW",,Wicklow,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2015,"83 LANESBOROUGH COURT, FINGLAS",Dublin 11,Dublin,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/08/2012,"13 Roebuck Downs, Clonskeagh, Dublin 14",Dublin 14,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2016,"10 CLAREVILLE, CLAREMORRIS, MAYO",,Mayo,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2013,"40 The Paddocks, Newcastle West",,Limerick,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2019,"52  Hollywoodrath Avenue, Hollystown, Dublin 15",,Dublin,"€314,977.97",No,Yes,New Dwelling house /Apartment,
03/07/2019,"199 BRACKEN HILL, BLACKGLEN RD, SANDYFORD",Dublin 18,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2013,"Millbank, Mountrath",,Laois,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/04/2017,"5 WATERFRONT, LEITRIM VILLAGE, COUNTY LEITRIM",,Leitrim,"€77,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2020,"33 ST KILLIANS AVE, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2016,"13 ASHBROOK CRESCENT, ENNIS RD, LIMERICK",,Limerick,"€124,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2018,"3 BOW BRIDGE HOUSE, BOW BRIDGE, DUBLIN 8",Dublin 8,Dublin,"€211,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2016,"HARRISONS PLACE, CHARLEVILLE, CORK",,Cork,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2016,"16 GARDENRATH ROAD, KELLS, CO MEATH",,Meath,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2012,"86 Abbeyfield, Killester",,Dublin,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/04/2020,"205 CASTLECURRAGH HEATH, DUBLIN 15, DUBLIN",Dublin 15,Dublin,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2017,"33 LIFFEY LAWNS, CLANE, KILDARE",,Kildare,"€300,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
